"site_id","aggr_eco3_2015","aggr_eco9_2015","aquacultur","area_cat7","area_ha","areacls","bord_lake","cat_unique","ch0712_cat","ch0712_use","ch0712_wgt","cntyname","comid2007","comid2012","comids2007","des_ftype","disposal","dsgn_cat","dsgn12","eco_bio","eco_l3_nam","eco_nuta","eco3_x_origin","elevation","epa_reg","eval_name","evalstat","evaporate","feow_id","fs_ew","fw_eco3","fw_eco9","gnis_id","gnis_name","huc2","huc8","index_samp","lake_origin","lake_origin12","lakearea","lakename","lat_dd83","lon_dd83","maj_basin","mdcaty","meter_deep","miss_basin","na_l1code","na_l2code","na_l3code","nars_name","nes_lake","neslake","neslake_id","nesstoret","nhdname","non_saline","nut_reg","nutreg_name","open_water","own_type","ownshp","panel","perim_km","perm_water","phys_acces","publication_date","rchcode","reachcode","ref_cluster","ref_nutr","refclus_name","repeat_visit","rt_nla","sewage","siteid_07","sitesamp","sitetype","size_class","sld","srfc_area","st_dsgn","st_mdcaty","st_panel","st_siteid","st_stratum","st_wgt_all","st_wgt_cat","st_wgt_dsgn","state","state_name","state_nla","state_pcnt","statecty","status","status_dsk","status_fld","status_st","status_ver","stratum","tnt","tnt_st","urban","us_l3code","us_l3code_2015","us_l4code","us_l4code_2015","wgt_all","wgt_cat","wgt_dsgn","xcoord","ycoord"
"NLA06608-R323",NA,NA,"Missing",NA,259.1218849,NA,NA,NA,NA,NA,NA,"SUFFOLK (CITY)",10052324,NA,NA,NA,"Missing",NA,NA,NA,"Middle Atlantic Coastal Plain","CPL","PLNLOW MAN-MADE",9.04,"Region_3",NA,NA,"Missing",NA,NA,"PLNLOW","CPL",NA,NA,2,2080208,"Secchi_Samp","MAN-MADE",NA,2.591218849,"Lake Burnt Mills",36.841537,-76.649661,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","XIV","Eastern Coastal Plain","Missing",NA,NA,NA,44.9480394,"Missing","Missing",NA,NA,2080208001110,"D","Y","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)",NA,"SO-SO","Missing",NA,"YES","REF_Lake","04:>100-500 ha",7.876871738,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",63,NA,NA,NA,0,NA,0,1697763.608,99661.04433
"NLA06608-R324",NA,NA,"Missing",NA,359.8780203,NA,NA,NA,NA,NA,NA,"JAMES CITY",10062553,NA,NA,NA,"Missing",NA,NA,NA,"Southeastern Plains","IX","PLNLOW MAN-MADE",18.13,"Region_3",NA,NA,"Missing",NA,NA,"PLNLOW","CPL",NA,NA,2,2080206,"Secchi_Samp","MAN-MADE",NA,3.598780203,"Little Creek Reservoir",37.357963,-76.830652,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","IX","Southeastern Temperate Forested Plains and Hills","Missing",NA,NA,NA,53.31628896,"Missing","Missing",NA,NA,2080206002425,"D","N","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)",NA,"REF","Missing",NA,"YES","REF_Lake","04:>100-500 ha",7.928249698,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"YES",65,NA,NA,NA,0,NA,0,1670507.234,153136.6406
"NLA06608-R326",NA,NA,"Missing",NA,433.2759339,NA,NA,NA,NA,NA,NA,"JAMES CITY",10062355,NA,NA,NA,"Missing",NA,NA,NA,"Southeastern Plains","IX","PLNLOW MAN-MADE",0,"Region_3",NA,NA,"Missing",NA,NA,"PLNLOW","CPL",NA,NA,2,2080206,"Secchi_Samp","MAN-MADE",NA,4.332759339,"Diascund Creek Reservoir",37.43234,-76.906472,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","IX","Southeastern Temperate Forested Plains and Hills","Missing",NA,NA,NA,56.9045875,"Missing","Missing",NA,NA,2080206002082,"D","N","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)",NA,"REF","Missing",NA,"YES","REF_Lake","04:>100-500 ha",7.711876463,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",65,NA,NA,NA,0,NA,0,1662325.841,159973.9523
"NLA06608-R328",NA,NA,"Missing",NA,73.70344605,NA,NA,NA,NA,NA,NA,"PULASKI",6883552,NA,NA,NA,"Missing",NA,NA,NA,"Ridge and Valley","XI","EHIGH MAN-MADE",657.7,"Region_3",NA,NA,"Missing",NA,NA,"EHIGH","SAP",NA,NA,5,5050001,"Secchi_Samp","MAN-MADE",NA,0.73703446,"Gatewood Reservoir",37.042659,-80.87554,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","XI","The Central and Eastern Forested Uplands","Missing",NA,NA,NA,12.61239833,"Missing","Missing",NA,NA,5050001002793,"A","Y","E. Highlands: Large, warm, and deep reservoirs",NA,"REF","Missing",NA,"YES","REF_Lake","03:>50-100 ha",4.144277705,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"YES",67,NA,NA,NA,0,NA,0,1327001.829,54568.95477
"NLA06608-R333",NA,NA,"Missing",NA,79.72381063,NA,NA,NA,NA,NA,NA,"YORK",9895436,NA,NA,NA,"Missing",NA,NA,NA,"Southeastern Plains","IX","PLNLOW MAN-MADE",8.76,"Region_3",NA,NA,"Missing",NA,NA,"PLNLOW","CPL",NA,NA,2,2080107,"Secchi_Samp","MAN-MADE",NA,0.797238106,"Waller Mill Reservoir",37.303695,-76.707685,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","IX","Southeastern Temperate Forested Plains and Hills","Missing",NA,NA,NA,16.03386993,"Missing","Missing",NA,NA,2080107000425,"D","N","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)",NA,"REF","Missing",NA,"YES","REF_Lake","03:>50-100 ha",5.065699222,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"YES",65,NA,NA,NA,0,NA,0,1682302.139,149348.4151
"NLA06608-R334",NA,NA,"Missing",NA,82.81478383,NA,NA,NA,NA,NA,NA,"BERKELEY",0,NA,NA,NA,"Missing",NA,NA,NA,"Ridge and Valley","XI","EHIGH MAN-MADE",335.19,"Region_3",NA,NA,"Missing",NA,NA,"EHIGH","SAP",NA,NA,2,2070004,"Secchi_Samp","MAN-MADE",NA,0.828147838,"Sleepy Creek Lake",39.514306,-78.156495,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","XI","The Central and Eastern Forested Uplands","Missing",NA,NA,NA,10.07462366,"Missing","Missing",NA,NA,2070004,"B","Y","E. Highlands: Cold northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","03:>50-100 ha",3.122985471,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"WV","West Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",67,NA,NA,NA,0,NA,0,1511267.025,368061.9024
"NLA06608-R336",NA,NA,"Missing",NA,6.966560252,NA,NA,NA,NA,NA,NA,"FAYETTE",6919138,NA,NA,NA,"Missing",NA,NA,NA,"Central Appalachians","XI","EHIGH MAN-MADE",748.38,"Region_3",NA,NA,"Missing",NA,NA,"EHIGH","SAP",NA,NA,5,5050004,"Secchi_Samp","MAN-MADE",NA,0.069665603,"Boley Lake",37.974885,-80.953739,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","XI","The Central and Eastern Forested Uplands","Missing",NA,NA,NA,1.738367431,"Missing","Missing",NA,NA,5050004000668,"A","N","E. Highlands: Large, warm, and deep reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","01: <10 ha",1.857921866,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"WV","West Virginia",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",69,NA,NA,NA,0,NA,0,1303726.399,156646.8156
"NLA06608-R34",NA,NA,"Missing",NA,18.92982358,NA,NA,NA,NA,NA,NA,"CAMBRIA",4752516,NA,NA,NA,"Missing",NA,NA,NA,"Central Appalachians","XI","EHIGH MAN-MADE",726.79,"Region_3",NA,NA,"Missing",NA,NA,"EHIGH","SAP",NA,NA,5,5010007,"Secchi_Samp","MAN-MADE",NA,0.189298236,"Beaverdale Reservoir",40.270346,-78.682256,NA,"0","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing","XI","The Central and Eastern Forested Uplands","Missing",NA,NA,NA,2.224583946,"Missing","Missing",NA,NA,5010007001413,"B","Y","E. Highlands: Cold northern lakes and reservoirs",NA,"SO-SO","Missing",NA,"YES","REF_Lake","02:>10-50 ha",1.442349749,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"PA","Pennsylvania",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled",NA,"Target",NA,"NO",69,NA,NA,NA,0,NA,0,1451886.753,443135.3159
"NLA06608-R5:KATHRYN",NA,NA,"No",NA,65.04752696,NA,NA,NA,NA,NA,NA,"IRON",11947503,NA,NA,NA,"No",NA,NA,NA,"Northern Lakes and Forests","VIII","PLNLOW NATURAL",474.1,"Region_5",NA,NA,"No",NA,NA,"PLNLOW","UMW",NA,NA,4,4020102,"Secchi_Samp","NATURAL",NA,0.65047527,"Lake Sainte Kathryn",46.381969,-88.724713,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","Yes",NA,NA,NA,5.505413761,"Yes","Yes",NA,NA,4020104001063,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"REF","No",NA,"YES","REF_Lake","03:>50-100 ha",1.925615784,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"MI","Michigan",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled",NA,"Target",NA,"NO",50,NA,NA,NA,0,NA,0,560579.1053,1013915.065
"NLA06608-R5:OTTAWA",NA,NA,"No",NA,214.2154547,NA,NA,NA,NA,NA,NA,"IRON",14443098,NA,NA,NA,"No",NA,NA,NA,"Northern Lakes and Forests","VIII","PLNLOW NATURAL",467.3,"Region_5",NA,NA,"No",NA,NA,"PLNLOW","UMW",NA,NA,4,4030106,"Secchi_Samp","NATURAL",NA,2.142154547,"Lake Ottawa",46.083918,-88.76232,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","Yes",NA,NA,NA,6.907315343,"Yes","Yes",NA,NA,4030106001097,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"REF","No",NA,"YES","REF_Lake","04:>100-500 ha",1.331309256,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"MI","Michigan",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled",NA,"Target",NA,"NO",50,NA,NA,NA,0,NA,0,560202.3888,980729.9162
"NLA06608-R7101",NA,NA,"No",NA,255.5777259,NA,NA,NA,NA,NA,NA,"CHERRY",16031178,NA,NA,NA,"No",NA,NA,NA,"Nebraska Sand Hills","IVnat","PLNLOW NATURAL",896.43,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","SPL",NA,NA,10,10150004,"Secchi_Samp","NATURAL",NA,2.555777259,"Pelican Lake",42.526174,-100.668437,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IV","Great Plains Grass and Shrublands","Yes",NA,NA,NA,10.76070727,"Yes","Yes",NA,NA,10150004001403,"E","Y","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","04:>100-500 ha",1.898778845,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NE","Nebraska",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",44,NA,NA,NA,0,NA,0,-381011.0305,572326.4184
"NLA06608-R7103",NA,NA,"No",NA,78.14503396,NA,NA,NA,NA,NA,NA,"CHERRY",16031128,NA,NA,NA,"No",NA,NA,NA,"Nebraska Sand Hills","IVnat","PLNLOW NATURAL",890.33,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","SPL",NA,NA,10,10150004,"Secchi_Samp","NATURAL",NA,0.78145034,"Watts Lake",42.578207,-100.688615,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IV","Great Plains Grass and Shrublands","Yes",NA,NA,NA,6.063920646,"Yes","Yes",NA,NA,10150004001372,"E","Y","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"TRASH","No",NA,"YES","REF_Lake","03:>50-100 ha",1.93507537,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NE","Nebraska",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",44,NA,NA,NA,0,NA,0,-382369.6624,578216.8586
"NLA06608-R7104",NA,NA,"No",NA,29.21517991,NA,NA,NA,NA,NA,NA,"CHERRY",16031188,NA,NA,NA,"No",NA,NA,NA,"Nebraska Sand Hills","IVnat","PLNLOW NATURAL",903.68,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","SPL",NA,NA,10,10150004,"Secchi_Samp","NATURAL",NA,0.292151799,"Long Lake",42.526966,-100.717256,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IV","Great Plains Grass and Shrublands","Yes",NA,NA,NA,4.067566315,"Yes","Yes",NA,NA,10150004001408,"E","Y","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","02:>10-50 ha",2.122879912,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NE","Nebraska",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",44,NA,NA,NA,0,NA,0,-384987.7082,572611.5949
"NLA06608-R7106",NA,NA,"No",NA,85.462799,NA,NA,NA,NA,NA,NA,"LANCASTER",17405179,NA,NA,NA,"No",NA,NA,NA,"Western Corn Belt Plains","VI","PLNLOW MAN-MADE",390.96,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,10,10200203,"Secchi_Samp","MAN-MADE",NA,0.85462799,"Wagon Train Lake",40.630491,-96.583853,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","VI","Corn Belt and Northern Great Plains","Yes",NA,NA,NA,6.183354592,"Yes","Yes",NA,NA,10200203001619,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","03:>50-100 ha",1.886820839,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NE","Nebraska",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",47,NA,NA,NA,0,NA,0,-48972.92853,350973.816
"NLA06608-R715",NA,NA,"No",NA,17.86062752,NA,NA,NA,NA,NA,NA,"BLACK HAWK",22471471,NA,NA,NA,"No",NA,NA,NA,"Western Corn Belt Plains","VI","PLNLOW MAN-MADE",258.45,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,7,7080205,"Secchi_Samp","MAN-MADE",NA,0.178606275,"George Wyth Lake",42.535944,-92.4014,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","VI","Corn Belt and Northern Great Plains","Yes",NA,NA,NA,1.800885137,"Yes","Yes",NA,NA,7080205002610,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","02:>10-50 ha",1.202078211,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"IA","Iowa",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"YES",47,NA,NA,NA,0,NA,0,293703.6754,569619.7186
"NLA06608-R716",NA,NA,"No",NA,7.408552338,NA,NA,NA,NA,NA,NA,"BLACK HAWK",22473973,NA,NA,NA,"No",NA,NA,NA,"Western Corn Belt Plains","VI","PLNLOW NATURAL",261.92,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,7,7080205,"Secchi_Samp","NATURAL",NA,0.074085523,"Green Belt Lake",42.479229,-92.388594,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","VI","Corn Belt and Northern Great Plains","Yes",NA,NA,NA,1.133486664,"Yes","Yes",NA,NA,7080205002625,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","01: <10 ha",1.174748248,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"IA","Iowa",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"YES",47,NA,NA,NA,0,NA,0,294989.2282,563323.7408
"NLA06608-R723",NA,NA,"No",NA,28.55813848,NA,NA,NA,NA,NA,NA,"COWLEY",21036051,NA,NA,NA,"No",NA,NA,NA,"Flint Hills","IVman","PLNLOW MAN-MADE",353.39,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,11,11060001,"Secchi_Samp","MAN-MADE",NA,0.285581385,"Cowley County State Lake",37.09209,-96.798912,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IV","Great Plains Grass and Shrublands","Yes",NA,NA,NA,4.688825322,"Yes","Yes",NA,NA,11060001000895,"C","Y","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","02:>10-50 ha",2.475108116,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"KS","Kansas",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",28,NA,NA,NA,0,NA,0,-70344.95988,-45415.60474
"NLA06608-R728",NA,NA,"No",NA,10.94025728,NA,NA,NA,NA,NA,NA,"WABAUNSEE",10113822,NA,NA,NA,"No",NA,NA,NA,"Central Irregular Plains","IX","PLNLOW MAN-MADE",346.43,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,10,10290101,"Secchi_Samp","MAN-MADE",NA,0.109402573,"Harveyville Lake",38.791331,-95.979428,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,NA,2.234415254,"Yes","Yes",NA,NA,10290101003992,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","02:>10-50 ha",1.905658989,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"KS","Kansas",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",40,NA,NA,NA,0,NA,0,1770.179122,144735.6091
"NLA06608-R730",NA,NA,"No",NA,148.3388903,NA,NA,NA,NA,NA,NA,"MORRIS",20927480,NA,NA,NA,"No",NA,NA,NA,"Flint Hills","IVman","PLNLOW MAN-MADE",386.94,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,11,11070201,"Secchi_Samp","MAN-MADE",NA,1.483388903,"Lake Kahola",38.522226,-96.42668,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IV","Great Plains Grass and Shrublands","Yes",NA,NA,NA,9.387332447,"Yes","Yes",NA,NA,11070201001982,"C","Y","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","04:>100-500 ha",2.174251375,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"KS","Kansas",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",28,NA,NA,NA,0,NA,0,-36850.25585,114655.1797
"NLA06608-R733",NA,NA,"No",NA,110.0385529,NA,NA,NA,NA,NA,NA,"MIAMI",0,NA,NA,NA,"No",NA,NA,NA,"Central Irregular Plains","IX","PLNLOW MAN-MADE",292.76,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,10,10290102,"Secchi_Samp","MAN-MADE",NA,1.100385529,"Louisburg State Fishing Lake",38.50443,-94.68362,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,NA,9.352800516,"Yes","Yes",NA,NA,10290102,"C","Y","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","04:>100-500 ha",2.515152394,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"KS","Kansas",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",40,NA,NA,NA,0,NA,0,113713.6504,113365.3394
"NLA06608-R736",NA,NA,"No",NA,2837.654421,NA,NA,NA,NA,NA,NA,"OSAGE",20953598,NA,NA,NA,"No",NA,NA,NA,"Central Irregular Plains","IX","PLNLOW MAN-MADE",316.15,"Region_7",NA,NA,NA,NA,NA,"PLNLOW","TPL",NA,NA,10,10290101,"Secchi_Samp","MAN-MADE",NA,28.37654421,"Melvern Lake",38.494153,-95.815771,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,NA,132.5364903,"Yes","Yes",NA,NA,10290101004987,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","05:>500-5000 ha",7.01860468,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"KS","Kansas",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",40,NA,NA,NA,0,NA,0,15917.09727,111441.2702
"NLA06608-R746",NA,NA,"No",NA,50.27754222,NA,NA,NA,NA,NA,NA,"LINN",0,NA,NA,NA,"No",NA,NA,NA,"Central Irregular Plains","IX","PLNLOW MAN-MADE",268.91,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,10,10290102,"Secchi_Samp","MAN-MADE",NA,0.502775422,"Mound City Lake",38.1274,-94.8906,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,NA,6.827095658,"Yes","Yes",NA,NA,10290102,"C","Y","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"REF","No",NA,"YES","REF_Lake","03:>50-100 ha",2.716089248,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"KS","Kansas",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",40,NA,NA,NA,0,NA,0,96328.18172,70880.21752
"NLA06608-R750",NA,NA,"No",NA,6.686318538,NA,NA,NA,NA,NA,NA,"POTTAWATOMIE",3641154,NA,NA,NA,"No",NA,NA,NA,"Flint Hills","IVman","PLNLOW MAN-MADE",422.12,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,10,10270102,"Secchi_Samp","MAN-MADE",NA,0.066863185,"Pottawatomie County State Lake",39.469161,-96.410034,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IV","Great Plains Grass and Shrublands","Yes",NA,NA,NA,1.421850569,"Yes","Yes",NA,NA,10270102002998,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","01: <10 ha",1.551156056,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"KS","Kansas",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",28,NA,NA,NA,0,NA,0,-34954.70542,220781.3385
"NLA06608-R759",NA,NA,"No",NA,3391.563591,NA,NA,NA,NA,NA,NA,"RUSSELL",7330556,NA,NA,NA,"No",NA,NA,NA,"Central Great Plains","V","PLNLOW MAN-MADE",462.24,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","SPL",NA,NA,10,10260009,"Secchi_Samp","MAN-MADE",NA,33.91563591,"Wilson Lake",38.948542,-98.568716,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","V","South Central Cultivated Great Plains","Yes",NA,NA,NA,118.6190783,"Yes","Yes",NA,NA,10260009002759,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains",NA,"TRASH","No",NA,"YES","REF_Lake","05:>500-5000 ha",5.745788435,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"KS","Kansas",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",27,NA,NA,NA,0,NA,0,-220529.6922,165336.903
"NLA06608-R764",NA,NA,"No",NA,173.972043,NA,NA,NA,NA,NA,NA,"CHAUTAUQUA",21780234,NA,NA,NA,"No",NA,NA,NA,"Cross Timbers","IX","PLNLOW MAN-MADE",266.84,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","SPL",NA,NA,11,11070106,"Secchi_Samp","MAN-MADE",NA,1.73972043,"Murray Gill Lake",37.232374,-96.195593,NA,"0","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,NA,18.02425802,"Yes","Yes",NA,NA,11070106002348,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains",NA,"SO-SO","No",NA,"YES","REF_Lake","04:>100-500 ha",3.854896587,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"KS","Kansas",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled",NA,"Target",NA,"NO",29,NA,NA,NA,0,NA,0,-17189.98632,-29973.83848
