field,units,description,algaltoxins,atrazine,bentcond,benthic,bentmet,benttaxa,chla,condition,phab,phabmet,phytotaxa,profile,secchi,siteinfo,topsedhg,waterchem,zoopcond,zoopmets,zooptaxa
NITRITE_N_RL,NA,Reporting limit for Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NITRITE_N_UNITS,NA,Units for Nitrite as N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NOINNIND,NA,Number of non-insects individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOINNTAX,NA,No. of Non-insects taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOINPIND,NA,% Non-insects individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOINPTAX,NA,% Non-insects taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NON_TARGET,NA,Macroinvertebrate designation for non-target taxon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NTL_BATCH_ID,NA,Batch ID from lab for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTL_COND,NA,Condition class based on total nitrogen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NTL_DATE_ANALYZED,NA,Date of sample analysis for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTL_FLAG,NA,Flag for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTL_HOLDING_TIME,NA,Sample holding time for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTL_LAB_FLAG,NA,Flag from laboratory for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTL_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTL_MDL,NA,Minimum detection limit of analyte for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTL_QA_FLAG,NA,QA flag associated with sample for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTL_RESULT,NA,Analyte value for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTL_RL,NA,Reporting limit for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTL_UNITS,NA,Units for Total Nitrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NTOLNIND,NA,Number of individuals in sample with tolerance value <6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTOLNTAX,NA,No. of non-tolerants (PTV<6) taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTOLPIND,NA,% non-tolerants (PTV<6) individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTOLPTAX,NA,% non-tolerants (PTV<6) taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUTS_SAMPLE_ID,NA,Nutrients Sample ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NUTS_SHIP_FLAG,NA,Nutrients Shipping Flag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ODONNIND,NA,Number of Odonata individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODONNTAX,NA,No. of Odonata taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODONPIND,NA,% Odonata individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODONPTAX,NA,% Odonata taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODOR,NA,Odor present,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
ODOR_DESC,NA,Description of odor,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OLLENIND,NA,Number of oligochaete and leech individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLENTAX,NA,No. of Oligochaete and leech taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLEPIND,NA,% Oligochaete and leech individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLEPTAX,NA,% Oligochaete and leech taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMNI_PDEN,NA,Percent of total density represented by omnivorous individuals (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OMNI_PIND,NA,Percent of omnivorous individuals (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OMNI_PTAX,NA,Percent of distinct taxa that are omnivorous (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OMNI300_NTAX,NA,Number of distinct taxa that are omnivorous in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OMNI300_PIND,NA,Percent of omnivorous individuals in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OMNI300_PTAX,NA,Percent of distinct taxa that are omnivores in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORDER,NA,Order of taxon,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ORTHCHIRPIND,NA,% Chironomidae individuals in Orthocladiinae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORTHNIND,NA,Number of Orthocladiinae individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORTHNTAX,NA,No. of Orthocladiinae chironomid taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORTHPIND,NA,% Orthocladiinae chironomid individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORTHPTAX,NA,% Orthocladiinae chironomid taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OWN_TYPE,NA,Federal Agency land ownership category based on most current spatial land records from federal agencies,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
OWNSHP,NA,Land ownership derived from USGS fedlands shapefile (http://www.nationalatlas.gov/mld/fedlanp.html),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OXYGEN,mg/L,Oxygen for index profile,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PANEL,NA,"Design panel. Identified base and oversample list of sites for both national and state-specific designs. For value definitions, see survey-specific design documentation.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PERIM_KM,NA,NHD lake polygon perimeter (kilometers),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PH,NA,PH for index profile,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PH_BATCH_ID,NA,Batch ID from lab for pH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PH_DATE_ANALYZED,NA,Date of sample analysis for pH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PH_FLAG,NA,Flag for pH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PH_HOLDING_TIME,NA,Sample holding time for pH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PH_LAB_FLAG,NA,Flag from laboratory for pH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PH_LAB_SAMPLE_ID,NA,Laboratory Sample ID for pH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PH_QA_FLAG,NA,QA flag associated with sample for pH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PH_QCS_DESC,NA,PH quality control sample description,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PH_QCS_MEASURED,NA,Measurement for PH quality control sample,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PH_QCS_TRUE,NA,True for PH quality control sample,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PH_RESULT,NA,Analyte value for pH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PH_STD1_DESC,NA,PH standard 1 description,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PH_STD1_VALUE,NA,PH standard 1 value,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PH_STD2_DESC,NA,PH standard 2 description,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PH_STD2_VALUE,NA,PH standard 2 value,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PH_UNITS,NA,Units for pH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHYLUM,NA,Phylum of taxon,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
PIE_ROT,NA,"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PIE_ROT300,NA,"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of rotifer individuals in 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PLECNIND,NA,Number of Plecoptera individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLECNTAX,NA,No. of Plecoptera taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLECPIND,NA,% Plecoptera individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLECPTAX,NA,% Plecoptera taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLOIMA_DEN,NA,Density of individuals of the rotifer order Ploima (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PLOIMA_NTAX,NA,Number of distinct taxa that are within the rotifer order Ploima (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PLOIMA_PTAX,NA,Percent distinct taxa that are within the rotifer order Ploima (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PLOIMA300_PTAX,NA,Percent of distinct taxa represented by the rotifer order Ploima in 300-count sumples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
POTASSIUM_BATCH_ID,NA,Batch ID from lab for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POTASSIUM_DATE_ANALYZED,NA,Date of sample analysis for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POTASSIUM_FLAG,NA,Flag for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POTASSIUM_HOLDING_TIME,NA,Sample holding time for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POTASSIUM_LAB_FLAG,NA,Flag from laboratory for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POTASSIUM_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POTASSIUM_MDL,NA,Minimum detection limit of analyte for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POTASSIUM_QA_FLAG,NA,QA flag associated with sample for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POTASSIUM_RESULT,NA,Analyte value for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POTASSIUM_RL,NA,Reporting limit for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POTASSIUM_UNITS,NA,Units for Potassium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRECIPITATION,NA,Precipitation at index site,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PRED_NTAX,NA,Number of distinct predator taxa (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PRED_PTAX,NA,Percent of distinct taxa that are predators (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PRED300_BIO,NA,Biomass of predator individuals in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PRED300_NTAX,NA,Number of distinct taxa that are predators in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PRED300_PBIO,NA,Percent of biomass represented by predator individuals in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PREDNIND,NA,Number of predator individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREDNTAX,NA,No. of Predators taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREDPIND,NA,% Predators individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREDPTAX,NA,% Predators taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTL_BATCH_ID,NA,Batch ID from lab for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL_COND,NA,Condition class based on total phosphorus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PTL_DATE_ANALYZED,NA,Date of sample analysis for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL_FLAG,NA,Flag for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL_HOLDING_TIME,NA,Sample holding time for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL_LAB_FLAG,NA,Flag from laboratory for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL_MDL,NA,Minimum detection limit of analyte for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL_QA_FLAG,NA,QA flag associated with sample for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL_RESULT,NA,Analyte value for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL_RL,NA,Reporting limit for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTL_UNITS,NA,Units for Total Phosphorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTV,NA,Pollution tolerance value for macroinvertebrate taxon,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION_DATE,NA,Publication Date,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
RCHCODE,NA,NHD Reach code assigned,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RDIS_COND,NA,Lakeshore disturbance condition class,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RDis_IX,NA,NLA 2012 Lakeshore disturbance condition indicator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
REAPPEARS,m,Depth at which secchi disk reappears,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
REF_NLA12_NUTR,NA,Disturbance category for nutrients for NLA 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
REVIEWED_BY_INITIAL,NA,Intials of form reviewer,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RICH_PT,NA,Taxa richness metric score,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ROT_HERB_NTAX,NA,Number of distinct rotifer taxa that are herbivores (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_HERB300_NTAX,NA,Number of distinct rotifer taxa that are herbivores in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_NTAX,NA,Number of distinct taxa within the phylum Rotifera (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_OMNI_BIO,NA,Biomass represented by rotifer individuals that are omnivores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_OMNI_PDEN,NA,Percent of rotifer density represented by omnivores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_OMNI_PIND,NA,Percent of rotifer individuals that are omnivores (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_OMNI_PTAX,NA,Percent of distinct rotifer taxa that are omnivorous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_OMNI300_PIND,NA,Percent of individuals that are omnivorous rotifers in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_OMNI300_PTAX,NA,Percent of distinct taxa that are omnivorouss rotifers in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_PBIO,NA,Percent total biomass from rotifers (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_PRED_NTAX,NA,Number of distinct rotifer taxa that are predators (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_PRED_PTAX,NA,Percent of distinct rotifer taxa that are predators,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_PRED300_BIO,NA,Biomass represented by rotifer individuals that are predators in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_PRED300_NTAX,NA,Number of distinct rotifer taxa that are predators in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_PRED300_PBIO,NA,Percent of biomass represented by predaceous rotifers individuals in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT_PTAX,NA,Percent of distinct taxa within the phylum Rotifera (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT300_NTAX,NA,Number of distinct taxa within the phylum Rotifera in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROT300_PBIO,NA,Percent biomass from rotifers in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ROTI_PT,NA,Rotifer metric score for zooplankton MMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RT_NLA12,NA,NLA Reference Class Assignment: R=reference; S=intermediate; T=impacted,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RT_NLA12_BENT,NA,Disturbance category for benthic macroinvertebrates for NLA 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RT_NLA12_ZOOP,NA,Disturbance category for zooplankton for NLA 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RVEG_COND,NA,Riparian vegetation condition class,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RVegQc3OE,NA,NLA 2012 Riparian vegetation condition indicator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCCANBIG,NA,riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCCANBIG_DD,NA,riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCCANBIG_RIP,NA,riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCCANBIG_SYN,NA,riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCCANSMALL,NA,riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCCANSMALL_DD,NA,riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCCANSMALL_RIP,NA,riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCCANSMALL_SYN,NA,riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDBARE,NA,riparian zone and vegetation: fraction of ground lacking cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDBARE_DD,NA,riparian zone and vegetation: fraction of ground lacking cover in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDBARE_RIP,NA,riparian zone and vegetation: fraction of ground lacking cover in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDBARE_SYN,NA,riparian zone and vegetation: fraction of ground lacking cover synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDINUNDATED,NA,riparian zone and vegetation: fraction of ground cover by inundation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDINUNDATED_DD,NA,riparian zone and vegetation: fraction of ground cover by inundation in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDINUNDATED_RIP,NA,riparian zone and vegetation: fraction of ground cover by inundation in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDINUNDATED_SYN,NA,riparian zone and vegetation: fraction of ground cover by inundation synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDNONW,NA,riparian zone and vegetation: fraction of ground cover by herbaceous vegetation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDNONW_DD,NA,riparian zone and vegetation: fraction of ground cover by herbaceous vegetation in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDNONW_RIP,NA,riparian zone and vegetation: fraction of ground cover by herbaceous vegetation in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDNONW_SYN,NA,riparian zone and vegetation: fraction of ground cover by herbaceous vegetation synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDWOODY,NA,riparian zone and vegetation: fraction of ground cover by woody vegetation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDWOODY_DD,NA,riparian zone and vegetation: fraction of ground cover by woody vegetation in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDWOODY_RIP,NA,riparian zone and vegetation: fraction of ground cover by woody vegetation in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCGNDWOODY_SYN,NA,riparian zone and vegetation: fraction of ground cover by woody vegetation synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCUNDNONW,NA,riparian zone and vegetation: fraction of understory cover by nonwoody vegetation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCUNDNONW_DD,NA,riparian zone and vegetation: fraction of understory cover by nonwoody vegetation in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCUNDNONW_RIP,NA,riparian zone and vegetation: fraction of understory cover by nonwoody vegetation in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCUNDNONW_SYN,NA,riparian zone and vegetation: fraction of understory cover by nonwoody vegetation synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCUNDWOODY,NA,riparian zone and vegetation: fraction of understory cover by woody vegetation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCUNDWOODY_DD,NA,riparian zone and vegetation: fraction of understory cover by woody vegetation in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCUNDWOODY_RIP,NA,riparian zone and vegetation: fraction of understory cover by woody vegetation in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFCUNDWOODY_SYN,NA,riparian zone and vegetation: fraction of understory cover by woody vegetation synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFPCANBIG,NA,riparian zone and vegetation: Fraction of canopy with large trees present,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFPCANBIG_DD,NA,riparian zone and vegetation: Fraction of canopy with large trees present in the drawdown zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFPCANBIG_RIP,NA,riparian zone and vegetation: Fraction of canopy with large trees present in the riparian zone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFPCANBIG_SYN,NA,riparian zone and vegetation: Fraction of canopy with large trees present synthesizing the 2007 protocol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RVFPCANBROADLEAF,NA,riparian zone and vegetation: fraction of broadleaf evergreen canopy presence,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
