"dataset","field","units","description"
"zoopmets","PRED300_NTAX",NA,"Number of distinct taxa that are predators in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","PRED300_PBIO",NA,"Percent of biomass represented by predator individuals in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","ROT_HERB_NTAX",NA,"Number of distinct rotifer taxa that are herbivores (coarse and fine net samples combined)"
"zoopmets","ROT_HERB300_NTAX",NA,"Number of distinct rotifer taxa that are herbivores in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","ROT_NTAX",NA,"Number of distinct taxa within the phylum Rotifera (coarse and fine net samples combined)"
"zoopmets","ROT_OMNI_BIO",NA,"Biomass represented by rotifer individuals that are omnivores"
"zoopmets","ROT_OMNI_PDEN",NA,"Percent of rotifer density represented by omnivores"
"zoopmets","ROT_OMNI_PIND",NA,"Percent of rotifer individuals that are omnivores (coarse and fine net samples combined)"
"zoopmets","ROT_OMNI_PTAX",NA,"Percent of distinct rotifer taxa that are omnivorous"
"zoopmets","ROT_OMNI300_PIND",NA,"Percent of individuals that are omnivorous rotifers in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","ROT_OMNI300_PTAX",NA,"Percent of distinct taxa that are omnivorouss rotifers in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","ROT_PBIO",NA,"Percent total biomass from rotifers (coarse and fine net samples combined)"
"zoopmets","ROT_PRED_NTAX",NA,"Number of distinct rotifer taxa that are predators (coarse and fine net samples combined)"
"zoopmets","ROT_PRED_PTAX",NA,"Percent of distinct rotifer taxa that are predators"
"zoopmets","ROT_PRED300_BIO",NA,"Biomass represented by rotifer individuals that are predators in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","ROT_PRED300_NTAX",NA,"Number of distinct rotifer taxa that are predators in 300 count subsamples (coarse and fine net samples combined)"
"zoopmets","ROT_PRED300_PBIO",NA,"Percent of biomass represented by predaceous rotifers individuals in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","ROT_PTAX",NA,"Percent of distinct taxa within the phylum Rotifera (coarse and fine net samples combined)"
"zoopmets","ROT300_NTAX",NA,"Number of distinct taxa within the phylum Rotifera in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","ROT300_PBIO",NA,"Percent biomass from rotifers in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","SIDID_PIND",NA,"Percent of total individuals that are within the cladoceran family Sididae (coarse and fine net samples combined)"
"zoopmets","SIDID300_PIND",NA,"Percent of individuals within the cladoceran family Sididae in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","SIMPSON_DEN",NA,"Simpson Diversity based on the total density individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of density of taxon i in the sample."
"zoopmets","SIMPSON_ROT",NA,"Simpson Diversity based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample."
"zoopmets","SIMPSON_ROT300",NA,"Simpson Diversity based on the number of rotifer individuals in 300-count subsampless (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample."
"zoopmets","SIMPSON300_NIND",NA,"Simpson Diversity based on the number of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon i in the sample."
"zoopmets","SMCLAD_BIO",NA,"Biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)"
"zoopmets","SMCLAD_DEN",NA,"Density represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"
"zoopmets","SMCLAD_NAT_BIO",NA,"Biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"
"zoopmets","SMCLAD_NAT_DEN",NA,"Density represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERA_SIZE=SMALL; coarse and fine net samples combined)"
"zoopmets","SMCLAD_NAT_PBIO",NA,"Percent of total biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)"
"zoopmets","SMCLAD_NAT_PDEN",NA,"Percent of total density represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"
"zoopmets","SMCLAD_NAT_PIND",NA,"Percent of native individuals within the suborder Cladocera that are \small\\ (CLADOCERA_SIZE=SMALL; coarse and fine net samples combined) \"
"zoopmets","SMCLAD_PBIO",NA,"Percent of total biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)"
"zoopmets","SMCLAD_PDEN",NA,"Percent of total density represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"
"zoopmets","SMCLAD_PIND",NA,"Percent of total individuals within the suborder Cladocera that are \small\\ (CLADOCERA_SIZE=SMALL; coarse and fine net samples combined) \"
"zoopmets","SMCLAD300_BIO",NA,"Biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined)"
"zoopmets","SMCLAD300_NAT_BIO",NA,"Biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined)"
"zoopmets","SMCLAD300_NAT_PBIO",NA,"Percent of biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","SMCLAD300_NAT_PIND",NA,"Percent of native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined)"
"zoopmets","SMCLAD300_PBIO",NA,"Percent of biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined)"
"zoopmets","SMCLAD300_PIND",NA,"Percent of small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined)"
"zoopmets","TOTL_NAT_NTAX",NA,"Total distinct native taxa richness (coarse and fine net samples combined)"
"zoopmets","TOTL_NAT_PIND",NA,"Percent of native individuals (coarse and fine net samples combined)"
"zoopmets","TOTL_NAT_PTAX",NA,"Percent of distinct native taxa (coarse and fine net samples combined)"
"zoopmets","TOTL_NTAX",NA,"Total distinct taxa richness (coarse and fine net samples combined)"
"zoopmets","TOTL300_BIO",NA,"Total biomass of individuals in 300-count subsamples 9coarse and fine net samples combined)"
"zoopmets","TOTL300_NAT_BIO",NA,"Total biomass of native individuals in 300-count subsamples 9coarse and fine net samples combined)"
"zoopmets","TOTL300_NAT_NTAX",NA,"Total distinct native taxa richness in 300-count subsamples (coarse and fine net samples combined)"
"zoopmets","TOTL300_NAT_PTAX",NA,"Percent of distinct native taxa in 300-count subsampless (coarse and fine net samples combined)"
"zoopmets","ZOCN_DEN",NA,"Density represented by individuals collected  in coarse mesh net (150-um for 2012 samples, 243 um for 2007 resamples)"
"zoopmets","ZOCN_NAT_DEN",NA,"Density represented by native individuals collected in coarse mesh net (150-um)"
"zoopmets","ZOCN_NAT_PDEN",NA,"Percent of density represented by native individuals in coarse net sample (150-um)"
"zoopmets","ZOCN_NAT_PTAX",NA,"Percent of distinct taxa represented by native individuals in coarse net sample (150-um)"
"zoopmets","ZOCN300_BIO",NA,"Biomass of individuals in 300-count subsample of coarse net sample (150 um)"
"zoopmets","ZOCN300_FAM_NTAX",NA,"Number of distinct native taxa in coarse net samples (150-um) based on 300-count subsample"
"zoopmets","ZOCN300_NAT_BIO",NA,"Biomass of native individuals in 300-count subsample of coarse net sample (150 um)"
"zoopmets","ZOCN300_NAT_PTAX",NA,"Percent of distinct native taxa in the coarse net sample (150-um) based on the 300-individual subsamples"
"zoopmets","ZOFN_BIO",NA,"Biomass represented by individuals collected  in fine mesh net (50-um for 2012 samples, 80-um for 2007 resamples)"
"zoopmets","ZOFN_FAM_NAT_NTAX",NA,"Number of families represented by distinct native taxa in the fine mesh net (50-um for 2012 samples, 80-um for 2007 resamples)"
"zoopmets","ZOFN_FAM_NTAX",NA,"Number of families represented by distinct taxa in fine net sample (ZOFN; 80-um mesh)"
"zoopmets","ZOFN_GEN_NAT_NTAX",NA,"Number of genera represented by distinct native taxa in fine net sample (ZOFN; 80-um mesh)"
"zoopmets","ZOFN_GEN_NTAX",NA,"Number of genera represented by distinct taxa in fine net sample (ZOFN; 80-um mesh)"
"zoopmets","ZOFN_NAT_NTAX",NA,"Number of distinct native taxa in fine net sample (ZOFN; 80-um mesh)"
"zoopmets","ZOFN_NTAX",NA,"Number of distinct taxa in fine net sample (ZOFN; 80-um mesh)"
"zoopmets","ZOFN300_FAM_NAT_NTAX",NA,"Number of distinct native families in 300-count subsample of fine-mesh net sample (50-�m)"
"zoopmets","ZOFN300_FAM_NTAX",NA,"Number of distinct families in 300-count subsample of fine-mesh net sample (50-�m)"
"zoopmets","ZOFN300_GEN_NAT_NTAX",NA,"Number of distinct native genera in 300-count subsample of fine-mesh net sample (50-�m)"
"zoopmets","ZOFN300_GEN_NTAX",NA,"Number of distinct genera in 300-count subsample of fine-mesh net sample (50-�m)"
"zoopmets","ZOFN300_NTAX",NA,"Number of distinct taxa in the 300-count subsample from the fine net sample (50-um)"
"zoopmets","UID",NA,"Unique identifier for sampling event"
"zoopmets","ECO_BIO",NA,"Bioregions"
"zoopmets","PUBLICATION_DATE",NA,"Publication Date"
"zooptaxa","CLADOCERA_SIZE",NA,"Size group for cladocerans by taxon"
"zooptaxa","CLASS",NA,"Class of taxon"
"zooptaxa","FAMILY",NA,"Family of taxon"
"zooptaxa","FFG",NA,"Functional feeding group; codes separated by commas if more than one"
"zooptaxa","GENUS",NA,"Genus of taxon"
"zooptaxa","NET_SIZECLS_NEW",NA,"Net mesh size assigned to taxon: FINE=captured only by fine-mesh net, COARSE=captured by coarse and fine nets. Based on NLA 2012 methods."
"zooptaxa","NET_SIZECLS_RES",NA,"Net mesh size assigned to taxon: FINE=captured only by fine-mesh net, COARSE=captured by coarse and fine nets. Based on NLA 2007 methods, and only taxa occurring in NLA 2012 resample sites or NLA 2007 sites."
"zooptaxa","ORDER",NA,"Order of taxon"
"zooptaxa","PHYLUM",NA,"Phylum of taxon"
"zooptaxa","SPECIES",NA,"Species of taxon"
"zooptaxa","SUBCLASS",NA,"Subclass of taxon"
"zooptaxa","SUBFAMILY",NA,"Subfamily of taxon"
"zooptaxa","SUBORDER",NA,"Suborder of taxon"
"zooptaxa","SUBSPECIES",NA,"Subspecies name"
"zooptaxa","TARGET_TAXON",NA,"Name of taxon at target taxon level"
"zooptaxa","PUBLICATION_DATE",NA,"Publication Date"
"zooptaxa","ASSEMBLAGE_NAME",NA,"Assemblage of taxon"
"zooptaxa","TAXA_ID",NA,"Taxa identification number"
