"UID","SITE_ID","YEAR","VISIT_NO","DATE_COL","ECO_BIO","AGGR_ECO3_2015","AGGR_ECO9_2015","BENT_COND","MMI_BENT_NLA12","COMP_PT","DIVS_PT","FEED_PT","HABT_PT","RICH_PT","TOLR_PT","TOTLNIND","PUBLICATION_DATE"
2008655,"NLA06608-3329",2007,1,"7/19/2007","WMTNS","WMTNS","WMT","Good",64.3,10,4.33,10,1.43,2.86,10,300,"8/23/2016"
2008657,"NLA06608-3484",2007,1,"8/20/2007","PLAINS","PLNLOW","SPL","Poor",28.6,4.34,1.5,3.53,5.8,2,0,292,"8/23/2016"
2008658,"NLA06608-3608",2007,1,"8/16/2007","PLAINS","PLNLOW","TPL","Fair",35.3,4.3,0.65,4.71,7.54,4,0,300,"8/23/2016"
2008660,"NLA06608-3644",2007,1,"8/15/2007","PLAINS","PLNLOW","SPL","Good",47.4,4.78,5.38,5.88,4.9,7,0.51,300,"8/23/2016"
2008661,"NLA06608-3656",2007,1,"8/22/2007","PLAINS","PLNLOW","SPL","Poor",20.4,4.62,0,2.35,4.29,1,0,300,"8/23/2016"
2008662,"NLA06608-3660",2007,1,"8/23/2007","PLAINS","PLNLOW","SPL","Good",43.5,5.93,1.44,7.65,4.29,6,0.77,197,"8/23/2016"
2008663,"NLA06608-3698",2007,1,"7/19/2007","EHIGH","EHIGH","NAP","Good",62.6,3.68,10,10,5.56,3.33,5,300,"8/23/2016"
2008664,"NLA06608-3890",2007,1,"7/11/2007","EHIGH","EHIGH","NAP","Good",55.5,3.72,4.03,5.26,4.44,5.83,10,300,"8/23/2016"
2008665,"NLA06608-3911",2007,1,"9/17/2007","CPL","PLNLOW","CPL","Good",55.7,3.05,8.21,7.65,9,2.86,2.64,300,"8/23/2016"
2008669,"NLA06608-4252",2007,1,"8/23/2007","EHIGH","EHIGH","NAP","Good",71.5,6.79,8.55,6.32,6.67,5.83,8.75,300,"8/23/2016"
2008672,"NLA06608-4413",2007,1,"7/18/2007","EHIGH","EHIGH","NAP","Good",65.1,5.57,10,6.84,6.67,5,5,300,"8/23/2016"
2008681,"NLA06608-4686",2007,1,"9/12/2007","CPL","PLNLOW","CPL","Fair",42.5,4.06,1.72,3.53,3,5.71,7.5,297,"8/23/2016"
2008682,"NLA06608-4698",2007,1,"9/16/2007","CPL","PLNLOW","CPL","Fair",43,3.86,1.2,4.71,6,0,10,300,"8/23/2016"
2008686,"NLA06608-9999",2007,1,"7/31/2007","EHIGH","EHIGH","NAP","Fair",48.8,3.21,6.94,7.89,3.33,1.67,6.25,300,"8/23/2016"
2008687,"NLA06608-ACAD_LAKES_0435",2007,1,"8/1/2007","EHIGH","EHIGH","NAP","Good",63.5,4.41,6.03,6.84,10,5.83,5,300,"8/23/2016"
2008795,"NLA06608-ALPS-1218",2007,1,"8/3/2007","EHIGH","EHIGH","NAP","Poor",28.1,10,0.09,0,2.22,3.33,1.25,300,"8/23/2016"
2008796,"NLA06608-ALSC:020149",2007,1,"9/11/2007","EHIGH","EHIGH","NAP","Good",69.2,5.09,5.42,7.37,7.78,5.83,10,300,"8/23/2016"
2008797,"NLA06608-ELS:1C2-032",2007,1,"7/12/2007","EHIGH","EHIGH","NAP","Good",67.8,3.14,10,8.95,7.78,5.83,5,300,"8/23/2016"
2008798,"NLA06608-ELS:1C3-003",2007,1,"8/15/2007","EHIGH","EHIGH","NAP","Good",80.8,6.65,10,7.37,7.78,6.67,10,300,"8/23/2016"
2008799,"NLA06608-ELS:1D1-035",2007,1,"7/25/2007","CPL","PLNLOW","CPL","Fair",51.8,4.74,5.16,1.18,3,8.57,8.41,216,"8/23/2016"
2008801,"NLA06608-ELS:1E1-052",2007,1,"8/7/2007","EHIGH","EHIGH","NAP","Poor",31.4,2.67,3.78,4.21,1.11,3.33,3.75,252,"8/23/2016"
2008802,"NLA06608-ELS:1E1-096",2007,1,"8/9/2007","EHIGH","EHIGH","NAP","Good",59.9,5.09,7.7,5.79,7.78,3.33,6.25,300,"8/23/2016"
2008803,"NLA06608-ELS:1E1-128",2007,1,"8/10/2007","EHIGH","EHIGH","NAP","Good",56.2,6.14,8.05,6.32,4.44,2.5,6.25,300,"8/23/2016"
2008804,"NLA06608-ELS:1E2-027",2007,1,"8/14/2007","EHIGH","EHIGH","NAP","Good",63.2,5.86,7.56,6.84,5.56,3.33,8.75,300,"8/23/2016"
2008805,"NLA06608-ELS:1E3-002",2007,1,"8/7/2007","EHIGH","EHIGH","NAP","Poor",12.1,3.84,0,1.05,1.11,0,1.25,300,"8/23/2016"
2008806,"NLA06608-ELS:1E3-012",2007,1,"8/28/2007","EHIGH","EHIGH","NAP","Good",51.5,8.02,2.05,3.16,5.56,5.83,6.25,300,"8/23/2016"
2008807,"NLA06608-ELS:1E3-071",2007,1,"8/8/2007","EHIGH","EHIGH","NAP","Not Assessed",NA,NA,NA,NA,NA,NA,NA,38,"8/23/2016"
2008808,"NLA06608-ELS:2B2-008",2007,1,"8/21/2007","UMW","PLNLOW","UMW","Good",75.8,10,4.61,8.68,5.45,10,6.7,300,"8/23/2016"
2008809,"NLA06608-ELS:2C2-048",2007,1,"8/24/2007","UMW","PLNLOW","UMW","Good",65.2,9.24,2.59,10,3.64,10,3.62,300,"8/23/2016"
2008810,"NLA06608-ELS:2C3-018",2007,1,"8/25/2007","UMW","PLNLOW","UMW","Fair",54.7,3.43,9.86,4.93,7.27,0,7.32,300,"8/23/2016"
2008811,"NLA06608-ELS:2D3-008",2007,1,"8/10/2007","UMW","PLNLOW","UMW","Fair",53.2,3.27,8.45,2.71,8.18,6.67,2.64,300,"8/23/2016"
2008812,"NLA06608-EMAP:ME011L",2007,1,"9/14/2007","EHIGH","EHIGH","NAP","Good",79.7,4.41,6.42,9.47,10,7.5,10,300,"8/23/2016"
2008813,"NLA06608-EMAP:ME012L",2007,1,"8/28/2007","EHIGH","EHIGH","NAP","Good",67.6,4.41,2.52,4.74,8.89,10,10,300,"8/23/2016"
2008814,"NLA06608-EMAP:ME254L",2007,1,"9/5/2007","EHIGH","EHIGH","NAP","Good",90,8.86,8.61,7.37,10,9.17,10,300,"8/23/2016"
2008815,"NLA06608-EMAP:ME263L",2007,1,"8/9/2007","EHIGH","EHIGH","NAP","Fair",48.3,4.15,7.15,6.84,3.33,2.5,5,300,"8/23/2016"
2008816,"NLA06608-EMAP:ME518L",2007,1,"8/10/2007","EHIGH","EHIGH","NAP","Poor",34.6,1.94,5.62,2.63,2.22,3.33,5,300,"8/23/2016"
2008817,"NLA06608-FL:107895579",2007,1,"8/1/2007","CPL","PLNLOW","CPL","Fair",41.5,4.74,2.14,4.12,7,4.29,2.59,300,"8/23/2016"
2008818,"NLA06608-FL:16674741",2007,1,"8/3/2007","CPL","PLNLOW","CPL","Poor",24.9,8.67,0.63,0,2,1.43,2.24,300,"8/23/2016"
2008819,"NLA06608-FL:18261987",2007,1,"8/5/2007","CPL","PLNLOW","CPL","Good",60.1,5.85,2.25,5.29,7,5.71,9.94,300,"8/23/2016"
2008820,"NLA06608-FL:99324403",2007,1,"8/4/2007","CPL","PLNLOW","CPL","Poor",40.5,3.7,3.6,4.71,4,2.86,5.4,300,"8/23/2016"
2008821,"NLA06608-FL:99344895",2007,1,"8/6/2007","CPL","PLNLOW","CPL","Good",53.8,6.88,5.33,4.71,7,5.71,2.64,300,"8/23/2016"
2008822,"NLA06608-IN:646",2007,1,"7/31/2007","UMW","PLNLOW","UMW","Fair",46.8,1.73,5.02,10,1.82,6.67,2.85,204,"8/23/2016"
2008823,"NLA06608-MI:7007",2007,1,"8/1/2007","UMW","PLNLOW","UMW","Fair",52.4,1.83,6.71,6.04,3.64,6.67,6.52,300,"8/23/2016"
2008824,"NLA06608-MN:03-0029",2007,1,"8/8/2007","UMW","PLNLOW","UMW","Good",64.2,6.06,7.13,9.24,3.64,6.67,5.79,300,"8/23/2016"
2008825,"NLA06608-MN:06-0002",2007,1,"9/6/2007","PLAINS","PLNLOW","TPL","Poor",24.8,2.86,2.58,2.94,1.84,4,0.68,300,"8/23/2016"
2008826,"NLA06608-MN:11-0102",2007,1,"8/11/2007","UMW","PLNLOW","UMW","Good",67.5,3.27,8.1,8.47,6.36,6.67,7.66,300,"8/23/2016"
2008827,"NLA06608-MN:15-0010",2007,1,"8/9/2007","UMW","PLNLOW","UMW","Good",59,3.27,7.69,8.2,5.45,6.67,4.13,300,"8/23/2016"
2008828,"NLA06608-MN:22-0074",2007,1,"9/11/2007","PLAINS","PLNLOW","TPL","Good",43,5.3,5.93,3.53,3.65,4,3.39,300,"8/23/2016"
2008829,"NLA06608-MN:49-0140",2007,1,"9/24/2007","UMW","PLNLOW","UMW","Poor",36.5,0.52,5.26,1.95,2.73,6.67,4.77,300,"8/23/2016"
2008830,"NLA06608-MN:51-0063",2007,1,"9/5/2007","PLAINS","PLNLOW","TPL","Fair",32.9,7.83,0.92,2.94,5.03,3,0,300,"8/23/2016"
2008831,"NLA06608-MN:56-0306",2007,1,"9/17/2007","UMW","PLNLOW","UMW","Good",66.5,4.94,5.72,7.36,9.09,6.67,6.1,300,"8/23/2016"
2008832,"NLA06608-MN:61-0037",2007,1,"9/25/2007","UMW","PLNLOW","UMW","Poor",29.4,0,5.26,0,3.64,6.67,2.08,300,"8/23/2016"
2008833,"NLA06608-MN:74-0023",2007,1,"9/12/2007","PLAINS","PLNLOW","TPL","Good",51.6,2.62,3.72,7.65,3.82,6,7.15,263,"8/23/2016"
2008834,"NLA06608-MN:75-0200",2007,1,"9/7/2007","PLAINS","PLNLOW","TPL","Fair",33.8,6.82,1.39,3.53,3.17,5,0.34,300,"8/23/2016"
2008835,"NLA06608-MN:77-0019",2007,1,"9/16/2007","UMW","PLNLOW","UMW","Fair",46.2,4.7,6.31,2.15,2.73,6.67,5.16,300,"8/23/2016"
2008836,"NLA06608-MN:87-0030",2007,1,"9/8/2007","PLAINS","PLNLOW","TPL","Fair",32.8,2.31,3.54,5.29,3.37,5,0.17,300,"8/23/2016"
2008837,"NLA06608-NELP-0253",2007,1,"8/8/2007","EHIGH","EHIGH","NAP","Good",56.4,3.47,5.77,7.37,5.56,4.17,7.5,300,"8/23/2016"
2008838,"NLA06608-NELP-0955",2007,1,"8/29/2007","EHIGH","EHIGH","NAP","Good",70.7,6.45,1.77,4.21,10,10,10,300,"8/23/2016"
2008839,"NLA06608-NELP-1041",2007,1,"8/1/2007","EHIGH","EHIGH","NAP","Good",68.5,5.18,7.76,7.89,7.78,5,7.5,300,"8/23/2016"
2008840,"NLA06608-NELP-1330",2007,1,"8/28/2007","EHIGH","EHIGH","NAP","Good",59.2,9.18,3.15,4.74,5.56,6.67,6.25,300,"8/23/2016"
2008841,"NLA06608-NELP-2155",2007,1,"8/29/2007","EHIGH","EHIGH","NAP","Poor",35.7,3.64,1.15,3.16,2.22,5,6.25,131,"8/23/2016"
2008842,"NLA06608-NELP-3355",2007,1,"8/29/2007","EHIGH","EHIGH","NAP","Fair",39.6,8.49,1.85,0.53,3.33,5.83,3.75,104,"8/23/2016"
2008843,"NLA06608-NELP-3586",2007,1,"8/30/2007","EHIGH","EHIGH","NAP","Good",83,4.97,10,8.42,8.89,7.5,10,300,"8/23/2016"
2008844,"NLA06608-3846",2007,1,"7/12/2007","EHIGH","EHIGH","NAP","Fair",48.8,1.68,6.25,5.26,7.78,3.33,5,300,"8/23/2016"
2008845,"NLA06608-NH250L",2007,1,"7/26/2007","EHIGH","EHIGH","NAP","Good",72,5.99,10,10,5.56,4.17,7.5,300,"8/23/2016"
2008846,"NLA06608-NH4912",2007,1,"8/9/2007","EHIGH","EHIGH","NAP","Good",73.7,4.94,10,10,8.89,6.67,3.75,300,"8/23/2016"
2008847,"NLA06608-NV:2",2007,1,"9/21/2007","WMTNS","WMTNS","XER","Fair",53.6,8.98,3.15,10,2.86,0,7.18,300,"8/23/2016"
2008848,"NLA06608-NV:3",2007,1,"9/20/2007","WMTNS","WMTNS","XER","Fair",45.6,8.38,5.22,6,2.86,0,4.91,300,"8/23/2016"
2008849,"NLA06608-NV:4",2007,1,"9/17/2007","WMTNS","WMTNS","XER","Poor",30.9,1.66,4.04,10,1.43,1.43,0,300,"8/23/2016"
2008850,"NLA06608-OH:19",2007,1,"9/6/2007","PLAINS","PLNLOW","TPL","Good",46,0,2.31,4.71,5.61,5,10,300,"8/23/2016"
2008851,"NLA06608-OH:22",2007,1,"9/5/2007","PLAINS","PLNLOW","TPL","Good",67,7.25,2.94,5.29,7.96,10,6.78,300,"8/23/2016"
2008853,"NLA06608-R10BULLTR",2007,1,"8/16/2007","WMTNS","WMTNS","WMT","Good",61.7,9.92,5.84,6,2.86,4.29,8.11,300,"8/23/2016"
2008854,"NLA06608-R10CAPEHO",2007,1,"8/14/2007","WMTNS","WMTNS","WMT","Poor",40.1,4.56,7.36,4,1.43,2.86,3.89,300,"8/23/2016"
2008855,"NLA06608-R10CHARLT",2007,1,"8/8/2007","WMTNS","WMTNS","WMT","Good",70.3,4.34,7.19,8,7.14,7.14,8.33,300,"8/23/2016"
2008856,"NLA06608-R10COUNCI",2007,1,"8/22/2007","WMTNS","WMTNS","WMT","Poor",32.5,1.02,0,8,1.43,2.86,6.22,300,"8/23/2016"
2008857,"NLA06608-R10DEERLA",2007,1,"8/9/2007","WMTNS","WMTNS","WMT","Good",71.2,7.58,7.3,10,5.71,7.14,5,300,"8/23/2016"
2008858,"NLA06608-R10FISHLA",2007,1,"8/12/2007","WMTNS","WMTNS","XER","Good",69.9,10,6.07,10,5.71,5.71,4.44,300,"8/23/2016"
2008859,"NLA06608-R10FOURMI",2007,1,"8/7/2007","WMTNS","WMTNS","WMT","Good",66.8,5.22,6.74,10,4.29,5.71,8.11,271,"8/23/2016"
2008860,"NLA06608-R10RAINYL",2007,1,"8/19/2007","WMTNS","WMTNS","WMT","Fair",47.3,2.86,5.9,8,0,2.86,8.75,141,"8/23/2016"
2008861,"NLA06608-R10SQUAWL",2007,1,"8/24/2007","WMTNS","WMTNS","WMT","Poor",42.3,6,7.42,0,8.57,1.43,1.95,300,"8/23/2016"
2008862,"NLA06608-R10ULAKE",2007,1,"8/21/2007","WMTNS","WMTNS","WMT","Good",66.3,9.62,5.9,10,4.29,5.71,4.24,300,"8/23/2016"
2008863,"NLA06608-R10YELLOW",2007,1,"8/15/2007","WMTNS","WMTNS","WMT","Good",74.2,8.13,9.33,10,4.29,4.29,8.48,300,"8/23/2016"
2008864,"NLA06608-R31",2007,1,"7/30/2007","EHIGH","EHIGH","SAP","Good",61.2,4.41,3.1,6.84,7.78,8.33,6.25,300,"8/23/2016"
2008865,"NLA06608-R314",2007,1,"8/15/2007","EHIGH","EHIGH","SAP","Good",62.4,5.86,5.79,8.42,7.78,5.83,3.75,300,"8/23/2016"
2008866,"NLA06608-R315",2007,1,"8/28/2007","EHIGH","EHIGH","SAP","Good",70.9,6.64,6.56,9.47,7.78,3.33,8.75,300,"8/23/2016"
2008867,"NLA06608-R318",2007,1,"8/16/2007","EHIGH","EHIGH","SAP","Fair",48.5,5.53,7.08,3.16,6.67,4.17,2.5,300,"8/23/2016"
2008868,"NLA06608-R319",2007,1,"9/18/2007","CPL","PLNLOW","CPL","Fair",45.7,2.84,6.77,6.47,4,2.86,4.48,300,"8/23/2016"
2008869,"NLA06608-R32",2007,1,"8/1/2007","EHIGH","EHIGH","SAP","Good",50.9,3.47,2.28,6.84,6.67,5,6.25,300,"8/23/2016"
2008870,"NLA06608-R322",2007,1,"9/4/2007","EHIGH","EHIGH","SAP","Not Assessed",NA,NA,NA,NA,NA,NA,NA,25,"8/23/2016"
2008871,"NLA06608-R323",2007,1,"9/19/2007","CPL","PLNLOW","CPL","Good",59.6,9.06,3.65,7.06,7,5.71,3.28,300,"8/23/2016"
2008872,"NLA06608-R324",2007,1,"9/20/2007","CPL","PLNLOW","CPL","Good",62.6,6.06,5.77,5.29,9,5.71,5.75,300,"8/23/2016"
2008873,"NLA06608-R326",2007,1,"9/18/2007","CPL","PLNLOW","CPL","Good",62.9,5.07,6.41,8.24,9,5.71,3.33,300,"8/23/2016"
2008874,"NLA06608-R328",2007,1,"9/6/2007","EHIGH","EHIGH","SAP","Good",54.1,5.29,3.1,6.84,5.56,6.67,5,300,"8/23/2016"
2008875,"NLA06608-R333",2007,1,"9/17/2007","CPL","PLNLOW","CPL","Poor",39.1,7.25,1.41,4.71,4,4.29,1.78,300,"8/23/2016"
2008876,"NLA06608-R334",2007,1,"8/8/2007","EHIGH","EHIGH","SAP","Fair",44.1,5.57,5.44,4.74,4.44,2.5,3.75,300,"8/23/2016"
2008877,"NLA06608-R336",2007,1,"8/21/2007","EHIGH","EHIGH","SAP","Poor",35.6,9.01,5.85,3.16,0,0.83,2.5,300,"8/23/2016"
2008878,"NLA06608-R34",2007,1,"8/28/2007","EHIGH","EHIGH","SAP","Poor",25.6,3.84,0,0,4.44,0.83,6.25,249,"8/23/2016"
2008879,"NLA06608-R5:KATHRYN",2007,1,"8/22/2007","UMW","PLNLOW","UMW","Good",82.2,7.65,9.27,7.5,10,6.67,8.24,300,"8/23/2016"
2008880,"NLA06608-R5:OTTAWA",2007,1,"8/23/2007","UMW","PLNLOW","UMW","Fair",56.9,8.76,3.54,7.78,4.55,0,9.5,300,"8/23/2016"
2008881,"NLA06608-R7101",2007,1,"9/18/2007","PLAINS","PLNLOW","SPL","Fair",40.7,3.5,4.91,8.24,1.62,6,0.17,300,"8/23/2016"
2008882,"NLA06608-R7103",2007,1,"9/18/2007","PLAINS","PLNLOW","SPL","Good",51.3,10,0,4.71,8.22,7,0.85,300,"8/23/2016"
2008883,"NLA06608-R7104",2007,1,"9/18/2007","PLAINS","PLNLOW","SPL","Good",43.8,7.12,1.68,2.94,8.22,6,0.34,300,"8/23/2016"
2008884,"NLA06608-R7106",2007,1,"9/20/2007","PLAINS","PLNLOW","TPL","Fair",34.9,4.62,0.4,1.76,10,4,0.17,300,"8/23/2016"
2008885,"NLA06608-R715",2007,1,"8/30/2007","PLAINS","PLNLOW","TPL","Poor",17.7,2.31,0.19,4.12,2.86,1,0.17,300,"8/23/2016"
2008886,"NLA06608-R716",2007,1,"8/31/2007","PLAINS","PLNLOW","TPL","Fair",31.4,1.42,4.48,4.71,5.61,2,0.65,236,"8/23/2016"
2008887,"NLA06608-R723",2007,1,"8/23/2007","PLAINS","PLNLOW","TPL","Fair",40.5,2.68,1.18,7.06,5.39,8,0,300,"8/23/2016"
2008888,"NLA06608-R728",2007,1,"8/15/2007","PLAINS","PLNLOW","TPL","Good",66,1.76,9.81,7.06,3.88,10,7.12,300,"8/23/2016"
2008889,"NLA06608-R730",2007,1,"7/3/2007","PLAINS","PLNLOW","TPL","Good",62.1,7.34,3.44,10,8.9,6,1.6,159,"8/23/2016"
2008890,"NLA06608-R733",2007,1,"7/2/2007","PLAINS","PLNLOW","TPL","Good",52.7,7.77,0.58,10,8.12,5,0.17,300,"8/23/2016"
2008891,"NLA06608-R736",2007,1,"7/12/2007","PLAINS","PLNLOW","TPL","Poor",29.1,1.94,1.45,5.29,2.63,5,1.18,300,"8/23/2016"
2008892,"NLA06608-R746",2007,1,"7/16/2007","PLAINS","PLNLOW","TPL","Good",57.3,2.58,8.94,10,6.68,6,0.17,300,"8/23/2016"
2008893,"NLA06608-R750",2007,1,"7/18/2007","PLAINS","PLNLOW","TPL","Good",62.4,4.23,5.31,9.41,10,8,0.51,300,"8/23/2016"
2008894,"NLA06608-R759",2007,1,"7/26/2007","PLAINS","PLNLOW","SPL","Fair",30.6,2.81,1.91,6.47,1.3,4,1.85,275,"8/23/2016"
2008895,"NLA06608-R764",2007,1,"8/24/2007","PLAINS","PLNLOW","SPL","Good",64,6.16,5.17,8.82,6.94,9,2.32,263,"8/23/2016"
2008896,"NLA06608-R767",2007,1,"8/2/2007","EHIGH","EHIGH","SAP","Fair",48.4,4.41,6.9,6.32,2.22,4.17,5,300,"8/23/2016"
2008897,"NLA06608-R769",2007,1,"8/1/2007","EHIGH","EHIGH","SAP","Poor",25.1,3.47,3.68,3.16,2.22,2.5,0,300,"8/23/2016"
2008898,"NLA06608-R770",2007,1,"8/2/2007","EHIGH","EHIGH","SAP","Fair",46.3,5.14,7.76,4.21,4.44,5,1.25,300,"8/23/2016"
2008899,"NLA06608-R772",2007,1,"9/7/2007","EHIGH","EHIGH","SAP","Fair",38.5,2.34,0.28,6.32,3.33,5.83,5,300,"8/23/2016"
2008900,"NLA06608-R775",2007,1,"9/6/2007","EHIGH","EHIGH","SAP","Fair",43.3,5.77,5.84,3.68,1.11,3.33,6.25,300,"8/23/2016"
2008901,"NLA06608-R784",2007,1,"9/20/2007","PLAINS","PLNLOW","SPL","Good",43.1,5.66,1.55,5.88,5.39,6,1.36,300,"8/23/2016"
2008903,"NLA06608-R791",2007,1,"9/19/2007","PLAINS","PLNLOW","SPL","Poor",9.5,3.96,0,1.76,0,0,0,234,"8/23/2016"
2008904,"NLA06608-R792",2007,1,"9/19/2007","PLAINS","PLNLOW","SPL","Good",41.7,9.23,0,2.94,7.15,5,0.68,300,"8/23/2016"
2008905,"NLA06608-R796",2007,1,"9/19/2007","PLAINS","PLNLOW","SPL","Good",56,10,10,0.59,10,3,0,300,"8/23/2016"
2008906,"NLA06608-TX:10",2007,1,"9/11/2007","PLAINS","PLNLOW","SPL","Good",47,3.03,2.28,5.88,5.09,6,5.93,300,"8/23/2016"
2008908,"NLA06608-TX:15",2007,1,"9/8/2007","PLAINS","PLNLOW","SPL","Good",49,0,6.39,8.82,7,5,2.2,300,"8/23/2016"
2008909,"NLA06608-TX:19",2007,1,"9/15/2007","CPL","PLNLOW","CPL","Good",57.1,4.43,8.16,5.29,10,2.86,3.51,300,"8/23/2016"
2008910,"NLA06608-TX:22",2007,1,"9/17/2007","CPL","PLNLOW","CPL","Poor",40.5,3.43,2.78,6.47,8,2.86,0.75,300,"8/23/2016"
2008911,"NLA06608-TX:27",2007,1,"9/6/2007","PLAINS","PLNLOW","SPL","Poor",12.1,3.59,0,1.18,0.48,2,0,300,"8/23/2016"
2008912,"NLA06608-TX:29",2007,1,"9/13/2007","PLAINS","PLNLOW","SPL","Fair",32.5,0.39,1.74,3.53,2.86,1,10,300,"8/23/2016"
2008917,"NLA06608-WI:LOWES",2007,1,"7/11/2007","PLAINS","PLNLOW","TPL","Fair",34.5,2.31,2.13,8.24,2.48,5,0.51,300,"8/23/2016"
2008918,"NLA06608-WI:SY",2007,1,"7/17/2007","PLAINS","PLNLOW","TPL","Good",60.5,1.35,8.81,10,5.54,6,4.58,300,"8/23/2016"
