"UID","SITE_ID","YEAR","VISIT_NO","DATE_COL","ECO_BIO","AGGR_ECO3_2015","AGGR_ECO9_2015","AMPHNIND","AMPHNTAX","AMPHPIND","AMPHPTAX","BURRNIND","BURRNTAX","BURRPIND","BURRPTAX","CHIRDOM1PIND","CHIRDOM3PIND","CHIRDOM5PIND","CHIRNIND","CHIRNTAX","CHIRPIND","CHIRPTAX","CLMBNIND","CLMBNTAX","CLMBPIND","CLMBPTAX","CLNGNIND","CLNGNTAX","CLNGPIND","CLNGPTAX","COFININD","COFINTAX","COFIPIND","COFIPTAX","COFITRICNIND","COFITRICNTAX","COFITRICPIND","COFITRICPTAX","COGANIND","COGANTAX","COGAPIND","COGAPTAX","CRUSNIND","CRUSNTAX","CRUSPIND","CRUSPTAX","DIPTNIND","DIPTNTAX","DIPTPIND","DIPTPTAX","DOM1PIND","DOM3PIND","DOM5PIND","EPHENIND","EPHENTAX","EPHEPIND","EPHEPTAX","EPOTNIND","EPOTNTAX","EPOTPIND","EPOTPTAX","EPT_NIND","EPT_NTAX","EPT_PIND","EPT_PTAX","FACLNIND","FACLNTAX","FACLPIND","FACLPTAX","HEMININD","HEMINTAX","HEMIPIND","HEMIPTAX","HPRIME","INTLNIND","INTLNTAX","INTLPIND","INTLPTAX","MITENIND","MITENTAX","MITEPIND","MITEPTAX","MOLLNIND","MOLLNTAX","MOLLPIND","MOLLPTAX","NOINNIND","NOINNTAX","NOINPIND","NOINPTAX","NTOLNIND","NTOLNTAX","NTOLPIND","NTOLPTAX","ODONNIND","ODONNTAX","ODONPIND","ODONPTAX","OLLENIND","OLLENTAX","OLLEPIND","OLLEPTAX","ORTHCHIRPIND","ORTHNIND","ORTHNTAX","ORTHPIND","ORTHPTAX","PLECNIND","PLECNTAX","PLECPIND","PLECPTAX","PREDNIND","PREDNTAX","PREDPIND","PREDPTAX","SCRPNIND","SCRPNTAX","SCRPPIND","SCRPPTAX","SHRDNIND","SHRDNTAX","SHRDPIND","SHRDPTAX","SPWLNIND","SPWLNTAX","SPWLPIND","SPWLPTAX","STOLNIND","STOLNTAX","STOLPIND","STOLPTAX","SWIMNIND","SWIMNTAX","SWIMPIND","SWIMPTAX","TANYNIND","TANYNTAX","TANYPIND","TANYPTAX","TL01NIND","TL01NTAX","TL01PIND","TL01PTAX","TL23NIND","TL23NTAX","TL23PIND","TL23PTAX","TL45NIND","TL45NTAX","TL45PIND","TL45PTAX","TL67NIND","TL67NTAX","TL67PIND","TL67PTAX","TL89NIND","TL89NTAX","TL89PIND","TL89PTAX","TOLRNIND","TOLRNTAX","TOLRPIND","TOLRPTAX","TOTLNIND","TOTLNTAX","TRICNIND","TRICNTAX","TRICPIND","TRICPTAX","TUBINAIDNIND","TUBINAIDNTAX","TUBINAIDPIND","TUBINAIDPTAX","WTD_TV"
2008209,"NLA06608-1220",2007,1,"7/11/2007","CPL","PLNLOW","CPL",17,1,5.67,2.33,115,11,38.33,25.58,24.83,67.59,81.38,146,16,48.67,37.21,51,10,17,23.26,44,4,14.67,9.3,116,5,38.67,11.63,0,0,0,0,138,18,46,41.86,17,1,5.67,2.33,153,17,51,39.53,13.69,39.16,57.03,9,3,3,6.98,13,5,4.33,11.63,10,4,3.33,9.3,124,20,41.33,46.51,0,0,0,0,3,44,5,14.67,11.63,11,6,3.67,13.95,49,6,16.33,13.95,133,20,44.33,46.51,102,17,34,39.53,3,1,1,2.33,52,5,17.33,11.63,6.16,9,3,3,6.98,0,0,0,0,80,17,26.67,39.53,8,5,2.67,11.63,27,3,9,6.98,79,13,26.33,30.23,105,12,35,27.91,10,4,3.33,9.3,68,2,22.67,4.65,0,0,0,0,44,5,14.67,11.63,58,12,19.33,27.91,92,13,30.67,30.23,105,12,35,27.91,131,17,43.67,39.53,300,43,1,1,0.33,2.33,52,5,17.33,11.63,6.42
2008210,"NLA06608-1222",2007,1,"7/31/2007","CPL","PLNLOW","CPL",29,2,9.67,3.7,62,12,20.67,22.22,19.61,49.02,64.71,51,16,17,29.63,128,11,42.67,20.37,21,8,7,14.81,17,4,5.67,7.41,0,0,0,0,128,24,42.67,44.44,36,3,12,5.56,62,17,20.67,31.48,30.63,47.23,55.35,1,1,0.33,1.85,20,7,6.67,12.96,16,5,5.33,9.26,139,20,46.33,37.04,0,0,0,0,3,13,5,4.33,9.26,32,7,10.67,12.96,102,6,34,11.11,210,25,70,46.3,130,19,43.33,35.19,4,2,1.33,3.7,36,7,12,12.96,52.94,27,6,9,11.11,0,0,0,0,67,18,22.33,33.33,97,7,32.33,12.96,54,8,18,14.81,82,16,27.33,29.63,84,16,28,29.63,22,5,7.33,9.26,7,2,2.33,3.7,0,0,0,0,22,8,7.33,14.81,108,11,36,20.37,82,16,27.33,29.63,84,16,28,29.63,144,26,48,48.15,300,54,15,4,5,7.41,31,4,10.33,7.41,6.29
2008211,"NLA06608-1223",2007,1,"7/24/2007","PLAINS","PLNLOW","TPL",0,0,0,0,133,4,44.33,23.53,47.37,96.49,98.25,228,8,76,47.06,5,3,1.67,17.65,43,3,14.33,17.65,12,2,4,11.76,0,0,0,0,155,7,51.67,41.18,0,0,0,0,236,9,78.67,52.94,39.85,82.66,89.3,2,1,0.67,5.88,16,2,5.33,11.76,16,2,5.33,11.76,32,8,10.67,47.06,5,1,1.67,5.88,1.6,10,1,3.33,5.88,5,2,1.67,11.76,0,0,0,0,43,5,14.33,29.41,26,3,8.67,17.65,0,0,0,0,35,3,11.67,17.65,0,0,0,0,0,0,0,0,0,141,9,47,52.94,0,0,0,0,2,1,0.67,5.88,129,7,43,41.18,252,6,84,35.29,5,1,1.67,5.88,12,2,4,11.76,0,0,0,0,10,1,3.33,5.88,16,2,5.33,11.76,17,7,5.67,41.18,250,5,83.33,29.41,253,7,84.33,41.18,300,17,14,1,4.67,5.88,35,3,11.67,17.65,8.42
2008212,"NLA06608-1224",2007,1,"7/12/2007","PLAINS","PLNLOW","SPL",0,0,0,0,5,2,62.5,50,42.86,100,100,7,3,87.5,75,0,0,0,0,3,2,37.5,50,5,2,62.5,50,0,0,0,0,2,1,25,25,0,0,0,0,7,3,87.5,75,37.5,87.5,100,0,0,0,0,1,1,12.5,25,1,1,12.5,25,3,2,37.5,50,0,0,0,0,1.32,2,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,5,3,62.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12.5,25,1,1,12.5,25,3,1,37.5,25,0,0,0,0,3,1,37.5,25,0,0,0,0,2,1,25,25,0,0,0,0,2,1,25,25,3,2,37.5,50,0,0,0,0,3,1,37.5,25,3,1,37.5,25,8,4,1,1,12.5,25,0,0,0,0,5.61
2008213,"NLA06608-1227",2007,1,"7/3/2007","PLAINS","PLNLOW","TPL",7,1,2.33,2.94,79,6,26.33,17.65,23.48,58.33,80.3,133,15,44.33,44.12,93,8,31,23.53,94,7,31.33,20.59,55,2,18.33,5.88,0,0,0,0,158,18,52.67,52.94,9,2,3,5.88,174,16,58,47.06,14.14,33.1,48.28,6,2,2,5.88,38,6,12.67,17.65,32,5,10.67,14.71,189,17,63,50,0,0,0,0,2.97,44,5,14.67,14.71,34,4,11.33,11.76,6,2,2,5.88,88,12,29.33,35.29,113,14,37.67,41.18,6,1,2,2.94,8,2,2.67,5.88,3.76,5,4,1.67,11.76,0,0,0,0,127,14,42.33,41.18,8,3,2.67,8.82,28,3,9.33,8.82,87,14,29,41.18,53,9,17.67,26.47,7,2,2.33,5.88,64,3,21.33,8.82,9,1,3,2.94,35,4,11.67,11.76,69,9,23,26.47,134,11,44.67,32.35,53,9,17.67,26.47,67,12,22.33,35.29,300,34,26,3,8.67,8.82,8,2,2.67,5.88,5.61
2008214,"NLA06608-1232",2007,1,"8/22/2007","PLAINS","PLNLOW","TPL",10,1,3.33,2.27,36,8,12,18.18,29.41,54.9,72.55,51,11,17,25,159,15,53,34.09,10,5,3.33,11.36,18,4,6,9.09,0,0,0,0,118,18,39.33,40.91,12,3,4,6.82,60,14,20,31.82,19.49,45.59,60.29,58,4,19.33,9.09,93,10,31,22.73,83,7,27.67,15.91,158,22,52.67,50,1,1,0.33,2.27,2.9,7,2,2.33,4.55,48,6,16,13.64,73,4,24.33,9.09,140,16,46.67,36.36,68,15,22.67,34.09,10,3,3.33,6.82,7,3,2.33,6.82,7.84,4,1,1.33,2.27,0,0,0,0,85,19,28.33,43.18,69,4,23,9.09,37,5,12.33,11.36,118,16,39.33,36.36,88,15,29.33,34.09,6,5,2,11.36,26,3,8.67,6.82,0,0,0,0,29,3,9.67,6.82,39,12,13,27.27,143,13,47.67,29.55,88,15,29.33,34.09,134,19,44.67,43.18,300,44,25,3,8.33,6.82,6,2,2,4.55,6.41
2008215,"NLA06608-1236",2007,1,"8/16/2007","PLAINS","PLNLOW","SPL",63,1,31.03,6.67,44,4,21.67,26.67,66.67,100,100,3,2,1.48,13.33,80,6,39.41,40,3,1,1.48,6.67,4,3,1.97,20,0,0,0,0,120,8,59.11,53.33,63,1,31.03,6.67,3,2,1.48,13.33,32.47,77.84,87.63,41,2,20.2,13.33,101,4,49.75,26.67,41,2,20.2,13.33,51,4,25.12,26.67,0,0,0,0,1.83,1,1,0.49,6.67,10,2,4.93,13.33,9,2,4.43,13.33,99,9,48.77,60,34,2,16.75,13.33,60,2,29.56,13.33,13,3,6.4,20,0,0,0,0,0,0,0,0,0,71,4,34.98,26.67,9,2,4.43,13.33,64,2,31.53,13.33,73,2,35.96,13.33,28,7,13.79,46.67,1,1,0.49,6.67,2,1,0.99,6.67,0,0,0,0,3,1,1.48,6.67,31,1,15.27,6.67,138,5,67.98,33.33,28,7,13.79,46.67,148,9,72.91,60,203,15,0,0,0,0,13,3,6.4,20,6.95
2008216,"NLA06608-1238",2007,1,"8/16/2007","EHIGH","EHIGH","NAP",66,1,22,2.94,50,6,16.67,17.65,30.87,58.39,73.83,150,18,50,52.94,85,8,28.33,23.53,71,7,23.67,20.59,34,3,11.33,8.82,0,0,0,0,156,18,52,52.94,66,1,22,2.94,161,19,53.67,55.88,22.3,46.62,56.42,11,2,3.67,5.88,31,7,10.33,20.59,22,5,7.33,14.71,149,14,49.67,41.18,0,0,0,0,2.82,22,3,7.33,8.82,1,1,0.33,2.94,38,4,12.67,11.76,108,8,36,23.53,125,13,41.67,38.24,9,2,3,5.88,2,2,0.67,5.88,12.67,19,4,6.33,11.76,0,0,0,0,37,8,12.33,23.53,25,3,8.33,8.82,134,7,44.67,20.59,134,11,44.67,32.35,33,8,11,23.53,4,2,1.33,5.88,28,5,9.33,14.71,0,0,0,0,23,3,7.67,8.82,102,10,34,29.41,133,11,44.33,32.35,33,8,11,23.53,120,15,40,44.12,300,34,11,3,3.67,8.82,1,1,0.33,2.94,6.04
2008217,"NLA06608-1239",2007,1,"7/24/2007","UMW","PLNLOW","UMW",0,0,0,0,76,8,25.33,25.81,27.57,50.47,64.02,227,18,75.67,58.06,33,6,11,19.35,102,6,34,19.35,50,3,16.67,9.68,0,0,0,0,139,13,46.33,41.94,0,0,0,0,227,18,75.67,58.06,20.85,42.76,56.54,45,2,15,6.45,52,6,17.33,19.35,50,4,16.67,12.9,148,14,49.33,45.16,0,0,0,0,2.77,24,2,8,6.45,6,3,2,9.68,7,2,2.33,6.45,21,7,7,22.58,93,11,31,35.48,2,2,0.67,6.45,8,2,2.67,6.45,7.05,16,4,5.33,12.9,0,0,0,0,43,12,14.33,38.71,11,3,3.67,9.68,101,4,33.67,12.9,69,9,23,29.03,101,8,33.67,25.81,5,2,1.67,6.45,36,3,12,9.68,0,0,0,0,24,2,8,6.45,69,9,23,29.03,99,10,33,32.26,101,8,33.67,25.81,121,13,40.33,41.94,300,31,5,2,1.67,6.45,8,2,2.67,6.45,6.27
2008218,"NLA06608-1240",2007,1,"7/18/2007","PLAINS","PLNLOW","SPL",9,1,3,4.55,19,6,6.33,27.27,51.85,88.89,96.3,27,6,9,27.27,183,6,61,27.27,14,2,4.67,9.09,14,1,4.67,4.55,0,0,0,0,16,7,5.33,31.82,9,1,3,4.55,29,7,9.67,31.82,55.85,78.26,85.95,2,2,0.67,9.09,3,3,1,13.64,2,2,0.67,9.09,8,6,2.67,27.27,0,0,0,0,1.66,1,1,0.33,4.55,258,10,86,45.45,1,1,0.33,4.55,268,12,89.33,54.55,6,4,2,18.18,1,1,0.33,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,263,13,87.67,59.09,1,1,0.33,4.55,30,3,10,13.64,14,4,4.67,18.18,280,13,93.33,59.09,17,2,5.67,9.09,0,0,0,0,1,1,0.33,4.55,0,0,0,0,5,3,1.67,13.64,13,4,4.33,18.18,280,13,93.33,59.09,290,14,96.67,63.64,300,22,0,0,0,0,0,0,0,0,7.94
2008219,"NLA06608-1241",2007,1,"6/23/2007","EHIGH","EHIGH","SAP",0,0,0,0,21,7,18.58,22.58,34,62,76,51,12,45.13,38.71,37,7,32.74,22.58,25,5,22.12,16.13,8,2,7.08,6.45,0,0,0,0,44,11,38.94,35.48,0,0,0,0,55,13,48.67,41.94,15.6,31.19,44.04,3,2,2.65,6.45,13,5,11.5,16.13,10,3,8.85,9.68,25,9,22.12,29.03,0,0,0,0,3.09,21,3,18.58,9.68,24,5,21.24,16.13,3,2,2.65,6.45,45,13,39.82,41.94,37,9,32.74,29.03,3,2,2.65,6.45,15,4,13.27,12.9,5.88,3,2,2.65,6.45,0,0,0,0,51,14,45.13,45.16,3,2,2.65,6.45,15,3,13.27,9.68,27,9,23.89,29.03,53,13,46.9,41.94,3,1,2.65,3.23,18,2,15.93,6.45,17,1,15.04,3.23,4,2,3.54,6.45,16,6,14.16,19.35,15,6,13.27,19.35,53,13,46.9,41.94,59,16,52.21,51.61,113,31,7,1,6.19,3.23,14,3,12.39,9.68,5.61
2008221,"NLA06608-1243",2007,1,"8/7/2007","UMW","PLNLOW","UMW",78,1,26,2.86,15,7,5,20,35.14,54.95,70.27,115,16,38.33,45.71,36,9,12,25.71,61,3,20.33,8.57,42,2,14,5.71,0,0,0,0,185,17,61.67,48.57,78,1,26,2.86,117,17,39,48.57,26.53,59.86,68.03,60,2,20,5.71,73,4,24.33,11.43,61,3,20.33,8.57,111,15,37,42.86,0,0,0,0,2.53,42,2,14,5.71,19,7,6.33,20,3,2,1,5.71,110,14,36.67,40,78,12,26,34.29,12,1,4,2.86,10,4,3.33,11.43,7.83,9,2,3,5.71,0,0,0,0,62,14,20.67,40,3,2,1,5.71,92,4,30.67,11.43,174,10,58,28.57,45,11,15,31.43,9,5,3,14.29,46,4,15.33,11.43,3,1,1,2.86,39,1,13,2.86,36,10,12,28.57,175,11,58.33,31.43,45,11,15,31.43,145,17,48.33,48.57,300,35,1,1,0.33,2.86,10,4,3.33,11.43,6.13
2008222,"NLA06608-1244",2007,1,"8/7/2007","PLAINS","PLNLOW","SPL",115,1,38.33,3.23,13,6,4.33,19.35,61.29,82.26,91.94,62,9,20.67,29.03,21,6,7,19.35,48,5,16,16.13,2,1,0.67,3.23,2,1,0.67,3.23,179,14,59.67,45.16,115,1,38.33,3.23,62,9,20.67,29.03,40.93,65.12,73.67,6,2,2,6.45,21,5,7,16.13,14,4,4.67,12.9,45,10,15,32.26,13,1,4.33,3.23,2.28,0,0,0,0,16,4,5.33,12.9,4,2,1.33,6.45,199,14,66.33,45.16,36,8,12,25.81,7,1,2.33,3.23,44,6,14.67,19.35,14.52,9,3,3,9.68,0,0,0,0,67,10,22.33,32.26,4,2,1.33,6.45,168,7,56,22.58,144,6,48,19.35,69,11,23,35.48,54,6,18,19.35,6,1,2,3.23,0,0,0,0,1,0,0.33,0,35,8,11.67,25.81,178,10,59.33,32.26,69,11,23,35.48,238,19,79.33,61.29,300,31,8,2,2.67,6.45,38,4,12.67,12.9,6.76
2008223,"NLA06608-1245",2007,1,"6/29/2007","CPL","PLNLOW","CPL",16,2,29.09,14.29,3,3,5.45,21.43,86.96,100,100,23,3,41.82,21.43,5,4,9.09,28.57,30,5,54.55,35.71,1,1,1.82,7.14,1,1,1.82,7.14,37,4,67.27,28.57,16,2,29.09,14.29,23,3,41.82,21.43,36.36,72.73,81.82,0,0,0,0,10,5,18.18,35.71,8,3,14.55,21.43,15,7,27.27,50,0,0,0,0,1.92,0,0,0,0,1,1,1.82,7.14,0,0,0,0,18,4,32.73,28.57,15,7,27.27,50,2,2,3.64,14.29,1,1,1.82,7.14,0,0,0,0,0,0,0,0,0,12,7,21.82,50,23,2,41.82,14.29,4,3,7.27,21.43,25,5,45.45,35.71,2,2,3.64,14.29,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3.64,7.14,13,6,23.64,42.86,37,4,67.27,28.57,2,2,3.64,14.29,39,6,70.91,42.86,55,14,8,3,14.55,21.43,0,0,0,0,6.38
2008224,"NLA06608-1255",2007,1,"8/15/2007","PLAINS","PLNLOW","TPL",0,0,0,0,127,2,96.21,40,94.62,100,100,130,3,98.48,60,1,1,0.76,20,1,1,0.76,20,4,1,3.03,20,0,0,0,0,123,1,93.18,20,0,0,0,0,130,3,98.48,60,93.18,98.48,100,0,0,0,0,1,1,0.76,20,1,1,0.76,20,4,2,3.03,40,0,0,0,0,0.33,0,0,0,0,0,0,0,0,1,1,0.76,20,1,1,0.76,20,1,1,0.76,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3.03,40,1,1,0.76,20,4,1,3.03,20,4,2,3.03,40,128,3,96.97,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.76,20,3,1,2.27,20,128,3,96.97,60,128,3,96.97,60,132,5,1,1,0.76,20,0,0,0,0,9.38
2008225,"NLA06608-1256",2007,1,"7/17/2007","PLAINS","PLNLOW","TPL",13,1,4.33,2.33,73,10,24.33,23.26,19.78,51.65,74.73,92,17,30.67,39.53,68,14,22.67,32.56,98,8,32.67,18.6,27,4,9,9.3,0,0,0,0,199,18,66.33,41.86,13,1,4.33,2.33,97,18,32.33,41.86,20.43,36.09,48.7,54,3,18,6.98,68,6,22.67,13.95,63,5,21,11.63,121,21,40.33,48.84,0,0,0,0,3.1,16,1,5.33,2.33,17,6,5.67,13.95,13,4,4.33,9.3,131,15,43.67,34.88,64,10,21.33,23.26,5,1,1.67,2.33,88,4,29.33,9.3,1.09,1,1,0.33,2.33,0,0,0,0,44,16,14.67,37.21,11,5,3.67,11.63,47,7,15.67,16.28,79,9,26.33,20.93,138,13,46,30.23,5,3,1.67,6.98,30,4,10,9.3,0,0,0,0,16,1,5.33,2.33,48,9,16,20.93,95,18,31.67,41.86,138,13,46,30.23,160,19,53.33,44.19,300,43,9,2,3,4.65,88,4,29.33,9.3,6.9
2008226,"NLA06608-1258",2007,1,"8/22/2007","UMW","PLNLOW","UMW",45,1,15,2.22,30,7,10,15.56,32.5,58.33,73.33,120,16,40,35.56,116,10,38.67,22.22,59,7,19.67,15.56,3,2,1,4.44,0,0,0,0,126,15,42,33.33,45,1,15,2.22,141,18,47,40,17.51,40.47,52.53,5,2,1.67,4.44,62,9,20.67,20,16,7,5.33,15.56,125,20,41.67,44.44,5,1,1.67,2.22,3.07,19,2,6.33,4.44,36,9,12,20,6,4,2,8.89,90,16,30,35.56,119,17,39.67,37.78,46,2,15.33,4.44,2,1,0.67,2.22,23.33,28,3,9.33,6.67,0,0,0,0,136,23,45.33,51.11,6,4,2,8.89,100,6,33.33,13.33,120,14,40,31.11,43,13,14.33,28.89,24,9,8,20,5,2,1.67,4.44,0,0,0,0,19,2,6.33,4.44,100,15,33.33,33.33,129,11,43,24.44,43,13,14.33,28.89,147,19,49,42.22,300,45,11,5,3.67,11.11,2,1,0.67,2.22,6.15
2008227,"NLA06608-1259",2007,1,"6/21/2007","WMTNS","WMTNS","WMT",1,1,0.33,4.76,46,5,15.33,23.81,77.92,90.42,95,241,11,80.33,52.38,24,4,8,19.05,199,4,66.33,19.05,228,4,76,19.05,0,0,0,0,69,12,23,57.14,1,1,0.33,4.76,253,13,84.33,61.9,67.75,78.62,85.87,0,0,0,0,0,0,0,0,0,0,0,0,37,7,12.33,33.33,0,0,0,0,1.46,189,2,63,9.52,6,2,2,9.52,21,1,7,4.76,47,8,15.67,38.1,194,5,64.67,23.81,0,0,0,0,19,4,6.33,19.05,6.64,16,2,5.33,9.52,0,0,0,0,28,6,9.33,28.57,0,0,0,0,19,4,6.33,19.05,28,8,9.33,38.1,56,8,18.67,38.1,0,0,0,0,204,2,68,9.52,0,0,0,0,189,2,63,9.52,5,3,1.67,14.29,49,7,16.33,33.33,56,8,18.67,38.1,73,11,24.33,52.38,300,21,0,0,0,0,8,2,2.67,9.52,4.09
2008228,"NLA06608-1261",2007,1,"6/25/2007","WMTNS","WMTNS","XER",0,0,0,0,63,7,21,29.17,21.7,50.94,76.42,106,13,35.33,54.17,151,6,50.33,25,21,2,7,8.33,20,2,6.67,8.33,0,0,0,0,101,11,33.67,45.83,0,0,0,0,106,13,35.33,54.17,23.74,46.3,60.31,34,2,11.33,8.33,43,3,14.33,12.5,34,2,11.33,8.33,77,6,25.67,25,0,0,0,0,2.58,8,2,2.67,8.33,13,2,4.33,8.33,134,4,44.67,16.67,151,8,50.33,33.33,43,7,14.33,29.17,9,1,3,4.17,1,1,0.33,4.17,18.87,20,4,6.67,16.67,0,0,0,0,48,6,16,25,134,4,44.67,16.67,32,4,10.67,16.67,57,7,19,29.17,101,7,33.67,29.17,0,0,0,0,21,2,7,8.33,0,0,0,0,9,3,3,12.5,34,4,11.33,16.67,93,7,31,29.17,101,7,33.67,29.17,152,13,50.67,54.17,300,24,0,0,0,0,1,1,0.33,4.17,5.58
2008229,"NLA06608-1262",2007,1,"7/9/2007","UMW","PLNLOW","UMW",4,1,1.33,3.03,16,4,5.33,12.12,41.67,77.08,89.58,50,10,16.67,30.3,218,12,72.67,36.36,27,5,9,15.15,34,5,11.33,15.15,0,0,0,0,54,8,18,24.24,4,1,1.33,3.03,50,10,16.67,30.3,28.87,61.27,72.89,2,1,0.67,3.03,7,4,2.33,12.12,5,3,1.67,9.09,140,15,46.67,45.45,0,0,0,0,2.42,2,1,0.67,3.03,14,4,4.67,12.12,213,8,71,24.24,241,17,80.33,51.52,109,10,36.33,30.3,2,1,0.67,3.03,10,4,3.33,12.12,0,0,0,0,0,0,0,0,0,40,12,13.33,36.36,203,7,67.67,21.21,14,7,4.67,21.21,29,8,9.67,24.24,71,11,23.67,33.33,4,2,1.33,6.06,1,1,0.33,3.03,2,1,0.67,3.03,0,0,0,0,107,9,35.67,27.27,105,9,35,27.27,70,10,23.33,30.3,143,14,47.67,42.42,300,33,3,2,1,6.06,5,1,1.67,3.03,6.21
2008230,"NLA06608-1263",2007,1,"8/23/2007","EHIGH","EHIGH","SAP",1,1,0.33,3.23,180,9,60,29.03,26.11,68.97,86.21,204,13,68,41.94,24,5,8,16.13,63,9,21,29.03,78,4,26,12.9,1,1,0.33,3.23,162,13,54,41.94,1,1,0.33,3.23,211,15,70.33,48.39,18.66,49.3,64.44,28,2,9.33,6.45,44,6,14.67,19.35,31,4,10.33,12.9,168,13,56,41.94,0,0,0,0,2.65,11,2,3.67,6.45,7,3,2.33,9.68,15,1,5,3.23,45,10,15,32.26,114,13,38,41.94,13,2,4.33,6.45,20,4,6.67,12.9,0.49,1,1,0.33,3.23,0,0,0,0,35,10,11.67,32.26,3,2,1,6.45,80,3,26.67,9.68,40,7,13.33,22.58,105,10,35,32.26,0,0,0,0,14,3,4.67,9.68,2,1,0.67,3.23,9,1,3,3.23,103,11,34.33,35.48,78,6,26,19.35,105,10,35,32.26,118,14,39.33,45.16,300,31,3,2,1,6.45,20,4,6.67,12.9,6.47
2008231,"NLA06608-1266",2007,1,"7/12/2007","WMTNS","WMTNS","XER",265,2,88.33,13.33,10,4,3.33,26.67,86.67,100,100,15,2,5,13.33,3,3,1,20,4,2,1.33,13.33,1,1,0.33,6.67,0,0,0,0,280,8,93.33,53.33,265,2,88.33,13.33,15,2,5,13.33,80.33,92.67,95,6,2,2,13.33,9,5,3,33.33,8,4,2.67,26.67,251,6,83.67,40,0,0,0,0,0.88,0,0,0,0,1,1,0.33,6.67,2,2,0.67,13.33,274,7,91.33,46.67,249,5,83,33.33,1,1,0.33,6.67,6,2,2,13.33,0,0,0,0,0,0,0,0,0,18,5,6,33.33,1,1,0.33,6.67,265,2,88.33,13.33,282,6,94,40,22,5,7.33,33.33,2,1,0.67,6.67,0,0,0,0,0,0,0,0,1,1,0.33,6.67,248,4,82.67,26.67,28,4,9.33,26.67,22,5,7.33,33.33,48,8,16,53.33,300,15,2,2,0.67,13.33,6,2,2,13.33,6.03
2008232,"NLA06608-1268",2007,1,"7/17/2007","PLAINS","PLNLOW","TPL",1,1,0.33,3.85,46,10,15.33,38.46,50.96,80.89,92.36,157,11,52.33,42.31,93,6,31,23.08,60,3,20,11.54,86,3,28.67,11.54,0,0,0,0,213,12,71,46.15,1,1,0.33,3.85,158,12,52.67,46.15,33.9,62.71,71.61,12,3,4,11.54,16,4,5.33,15.38,16,4,5.33,15.38,141,12,47,46.15,0,0,0,0,2.35,9,2,3,7.69,12,3,4,11.54,3,2,1,7.69,124,9,41.33,34.62,20,7,6.67,26.92,0,0,0,0,108,3,36,11.54,0,0,0,0,0,0,0,0,0,79,11,26.33,42.31,1,1,0.33,3.85,3,2,1,7.69,98,8,32.67,30.77,139,10,46.33,38.46,16,3,5.33,11.54,84,2,28,7.69,0,0,0,0,9,2,3,7.69,11,5,3.67,19.23,141,9,47,34.62,139,10,46.33,38.46,150,12,50,46.15,300,26,4,1,1.33,3.85,108,3,36,11.54,7.25
2008233,"NLA06608-1269",2007,1,"7/24/2007","WMTNS","WMTNS","XER",12,1,4,4.35,63,8,21,34.78,35.38,70,89.23,132,10,44,43.48,39,5,13,21.74,8,3,2.67,13.04,15,2,5,8.7,0,0,0,0,233,13,77.67,56.52,12,1,4,4.35,132,10,44,43.48,27.8,53.22,66.44,84,2,28,8.7,86,3,28.67,13.04,86,3,28.67,13.04,132,8,44,34.78,0,0,0,0,2.44,2,1,0.67,4.35,27,3,9,13.04,1,1,0.33,4.35,82,10,27.33,43.48,34,5,11.33,21.74,0,0,0,0,25,4,8.33,17.39,43.94,58,2,19.33,8.7,0,0,0,0,63,7,21,30.43,3,2,1,8.7,61,4,20.33,17.39,140,6,46.67,26.09,79,11,26.33,47.83,3,1,1,4.35,13,1,4.33,4.35,0,0,0,0,2,1,0.67,4.35,32,4,10.67,17.39,158,6,52.67,26.09,79,11,26.33,47.83,137,13,45.67,56.52,300,23,2,1,0.67,4.35,25,4,8.33,17.39,6.17
2008234,"NLA06608-1270",2007,1,"8/30/2007","WMTNS","WMTNS","XER",76,2,25.33,6.9,67,5,22.33,17.24,28.21,64.1,79.49,40,12,13.33,41.38,41,5,13.67,17.24,48,3,16,10.34,9,2,3,6.9,0,0,0,0,224,19,74.67,65.52,76,2,25.33,6.9,41,13,13.67,44.83,31.9,58.62,71.12,5,1,1.67,3.45,8,2,2.67,6.9,8,2,2.67,6.9,135,9,45,31.03,0,0,0,0,2.43,12,3,4,10.34,22,2,7.33,6.9,12,3,4,10.34,251,14,83.67,48.28,96,9,32,31.03,0,0,0,0,134,6,44.67,20.69,22.5,9,3,3,10.34,0,0,0,0,30,5,10,17.24,12,3,4,10.34,76,2,25.33,6.9,95,11,31.67,37.93,129,7,43,24.14,9,2,3,6.9,9,2,3,6.9,1,1,0.33,3.45,15,4,5,13.79,80,4,26.67,13.79,67,10,22.33,34.48,129,7,43,24.14,145,14,48.33,48.28,300,29,3,1,1,3.45,132,5,44,17.24,6.81
